@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
99, 80, 63, 100, 25, 76, 79, 68, 100, 62, 97, 23, 54, 0, 0, 16, 9
10, 86, 34, 66, 68, 34, 34, 0, 4, 26, 0, 69, 34, 95, 100, 100, 5
0, 0, 31, 15, 63, 30, 88, 52, 100, 79, 82, 100, 56, 82, 79, 64, 9
29, 91, 14, 57, 66, 39, 30, 0, 0, 19, 3, 72, 39, 97, 100, 100, 5
5, 90, 46, 98, 89, 100, 100, 81, 77, 59, 62, 34, 37, 14, 0, 0, 3
38, 94, 4, 63, 0, 20, 41, 0, 84, 19, 100, 60, 77, 98, 32, 100, 0
3, 96, 53, 100, 81, 68, 83, 28, 72, 0, 100, 34, 51, 41, 0, 43, 7
0, 87, 37, 100, 19, 70, 5, 42, 88, 49, 100, 58, 84, 28, 88, 0, 4
85, 100, 30, 84, 5, 54, 0, 22, 48, 0, 100, 21, 66, 47, 0, 37, 6
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
45, 93, 0, 60, 75, 69, 89, 29, 19, 0, 15, 43, 26, 93, 100, 100, 5
100, 100, 53, 81, 25, 54, 11, 25, 38, 0, 99, 8, 65, 29, 0, 25, 6
86, 100, 48, 79, 13, 52, 0, 22, 45, 0, 100, 16, 76, 40, 6, 35, 6
100, 88, 69, 100, 20, 84, 70, 86, 93, 71, 70, 44, 38, 19, 0, 0, 9
2, 78, 46, 99, 100, 100, 77, 76, 94, 38, 94, 0, 41, 3, 0, 28, 3
3, 66, 16, 100, 27, 69, 14, 32, 0, 0, 33, 5, 67, 10, 100, 11, 2
21, 75, 40, 100, 85, 94, 67, 63, 100, 43, 95, 11, 47, 0, 0, 13, 3
24, 100, 14, 55, 72, 52, 54, 0, 8, 2, 0, 58, 35, 95, 100, 99, 5
0, 48, 28, 64, 61, 82, 92, 100, 100, 84, 86, 56, 73, 28, 64, 0, 1
52, 100, 29, 73, 0, 47, 19, 42, 69, 37, 100, 54, 90, 30, 88, 0, 4
38, 92, 15, 72, 42, 44, 25, 0, 0, 8, 8, 61, 40, 93, 100, 100, 5
0, 0, 38, 13, 71, 34, 94, 61, 100, 90, 63, 100, 44, 76, 73, 53, 9
100, 100, 68, 78, 37, 55, 13, 29, 11, 0, 51, 2, 41, 20, 0, 20, 6
22, 98, 0, 75, 4, 18, 55, 0, 100, 36, 84, 89, 34, 100, 21, 46, 0
3, 100, 4, 83, 0, 56, 15, 31, 60, 28, 100, 42, 91, 26, 88, 0, 4
70, 100, 46, 70, 12, 38, 0, 25, 52, 29, 100, 41, 96, 38, 90, 0, 4
28, 55, 63, 78, 100, 100, 75, 71, 56, 42, 35, 13, 0, 0, 25, 0, 1
0, 80, 30, 100, 74, 81, 82, 43, 75, 4, 39, 0, 44, 16, 100, 20, 7
45, 100, 1, 67, 0, 24, 69, 24, 100, 48, 73, 98, 80, 53, 90, 0, 4
0, 78, 40, 100, 97, 78, 69, 39, 44, 0, 100, 7, 35, 37, 22, 73, 8
0, 88, 41, 100, 73, 80, 64, 40, 49, 0, 40, 13, 49, 42, 100, 46, 7
43, 99, 8, 68, 73, 74, 62, 25, 0, 0, 7, 49, 20, 96, 100, 100, 5
38, 96, 49, 68, 74, 100, 24, 87, 91, 80, 100, 30, 54, 0, 0, 32, 9
17, 82, 56, 100, 100, 90, 64, 66, 85, 40, 94, 12, 48, 3, 0, 0, 3
10, 78, 40, 100, 100, 99, 70, 53, 29, 12, 0, 0, 7, 45, 70, 55, 7
9, 100, 0, 72, 7, 44, 62, 28, 100, 45, 86, 55, 68, 27, 55, 0, 4
7, 89, 0, 45, 16, 5, 51, 0, 84, 20, 100, 61, 84, 100, 50, 98, 0
6, 74, 0, 32, 38, 0, 90, 14, 100, 64, 67, 100, 18, 78, 16, 34, 0
48, 100, 39, 64, 0, 31, 89, 31, 100, 59, 77, 85, 71, 42, 63, 0, 4
72, 100, 36, 98, 39, 81, 82, 99, 100, 84, 70, 48, 37, 16, 0, 0, 9
80, 100, 31, 86, 63, 74, 100, 95, 83, 70, 81, 41, 56, 15, 0, 0, 9
45, 82, 39, 100, 82, 99, 64, 43, 25, 5, 0, 0, 50, 4, 100, 0, 2
93, 100, 52, 82, 19, 52, 12, 18, 60, 0, 100, 21, 44, 32, 0, 10, 6
8, 92, 58, 64, 100, 30, 73, 0, 12, 22, 0, 61, 3, 97, 90, 100, 5
23, 85, 0, 49, 2, 11, 52, 0, 91, 30, 100, 67, 70, 100, 14, 96, 0
