@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
0, 100, 7, 92, 5, 68, 19, 45, 86, 34, 100, 45, 74, 23, 67, 0, 4
0, 67, 49, 83, 100, 100, 81, 80, 60, 60, 40, 40, 33, 20, 47, 0, 1
48, 96, 62, 65, 88, 27, 21, 0, 21, 33, 79, 67, 100, 100, 0, 85, 8
54, 100, 34, 75, 6, 43, 0, 11, 70, 0, 100, 28, 44, 46, 36, 21, 6
30, 86, 67, 100, 77, 77, 53, 50, 78, 40, 100, 17, 56, 0, 0, 5, 3
0, 93, 62, 100, 100, 78, 69, 43, 50, 5, 35, 0, 15, 35, 86, 37, 7
51, 76, 68, 91, 100, 100, 83, 80, 59, 60, 34, 40, 10, 20, 0, 0, 1
41, 96, 17, 76, 50, 37, 31, 0, 0, 34, 1, 86, 49, 98, 100, 100, 5
12, 78, 40, 100, 74, 77, 52, 41, 13, 14, 0, 17, 50, 8, 100, 0, 2
0, 100, 61, 100, 100, 93, 63, 64, 36, 33, 14, 0, 9, 29, 47, 42, 7
0, 75, 31, 72, 67, 84, 100, 100, 94, 82, 80, 54, 68, 27, 56, 0, 1
95, 92, 50, 100, 21, 77, 74, 87, 100, 86, 69, 56, 37, 26, 0, 0, 9
0, 65, 38, 79, 62, 100, 72, 86, 77, 65, 79, 43, 83, 21, 100, 0, 1
27, 100, 0, 58, 12, 5, 62, 0, 100, 39, 97, 91, 48, 97, 18, 53, 0
100, 77, 92, 100, 49, 76, 18, 48, 0, 15, 38, 0, 75, 23, 29, 27, 6
96, 100, 52, 95, 48, 76, 96, 98, 100, 85, 71, 54, 39, 25, 0, 0, 9
68, 100, 24, 83, 0, 41, 13, 0, 60, 3, 99, 30, 100, 71, 55, 89, 0
37, 84, 69, 100, 96, 87, 55, 61, 88, 38, 100, 9, 51, 0, 0, 3, 3
0, 91, 46, 100, 85, 80, 91, 40, 88, 0, 99, 22, 100, 52, 50, 49, 7
31, 95, 5, 61, 0, 23, 32, 0, 77, 18, 100, 51, 82, 85, 37, 100, 0
79, 74, 21, 67, 15, 92, 71, 100, 100, 75, 73, 45, 36, 18, 0, 0, 9
16, 59, 0, 31, 31, 0, 78, 15, 100, 55, 87, 98, 40, 100, 6, 67, 0
58, 100, 0, 89, 44, 53, 100, 21, 63, 0, 62, 36, 87, 80, 25, 91, 8
100, 100, 92, 85, 75, 71, 58, 57, 58, 42, 33, 28, 8, 14, 0, 0, 1
47, 91, 37, 63, 65, 27, 21, 0, 9, 40, 0, 91, 49, 100, 100, 91, 5
84, 93, 20, 100, 22, 50, 44, 0, 0, 22, 54, 59, 100, 95, 27, 97, 8
33, 93, 8, 58, 0, 20, 35, 0, 78, 21, 100, 55, 94, 93, 48, 100, 0
28, 75, 57, 100, 93, 82, 71, 51, 33, 26, 0, 0, 49, 5, 100, 16, 2
56, 83, 28, 61, 90, 23, 24, 0, 22, 40, 100, 72, 72, 100, 0, 72, 8
23, 76, 52, 100, 100, 98, 79, 71, 63, 50, 82, 19, 49, 0, 0, 7, 3
39, 81, 72, 100, 100, 77, 71, 51, 95, 43, 95, 16, 50, 0, 0, 1, 3
41, 53, 60, 100, 100, 89, 70, 42, 33, 0, 72, 16, 54, 62, 0, 72, 8
29, 88, 23, 57, 73, 40, 51, 0, 0, 13, 12, 58, 42, 94, 100, 100, 5
0, 94, 46, 100, 100, 97, 82, 62, 48, 30, 17, 0, 18, 34, 74, 38, 7
10, 100, 24, 93, 0, 61, 0, 37, 69, 35, 100, 57, 80, 34, 70, 0, 4
37, 100, 57, 91, 47, 50, 22, 20, 0, 17, 33, 17, 66, 4, 100, 0, 2
0, 76, 24, 100, 65, 97, 61, 63, 40, 31, 6, 5, 51, 2, 100, 0, 2
0, 95, 35, 100, 59, 78, 61, 52, 46, 27, 22, 5, 56, 0, 100, 1, 2
50, 86, 17, 60, 0, 27, 21, 0, 70, 9, 100, 37, 91, 70, 63, 100, 0
86, 79, 47, 100, 18, 62, 65, 27, 66, 0, 0, 3, 46, 39, 100, 71, 8
13, 71, 40, 100, 65, 69, 41, 34, 0, 12, 2, 8, 51, 6, 100, 0, 2
30, 81, 70, 100, 69, 65, 39, 31, 0, 5, 7, 18, 52, 0, 100, 4, 2
7, 86, 0, 62, 15, 20, 62, 0, 100, 31, 96, 73, 53, 100, 8, 78, 0
100, 100, 62, 86, 30, 66, 7, 41, 0, 12, 36, 0, 59, 18, 17, 25, 6
22, 77, 89, 62, 98, 100, 32, 87, 68, 63, 100, 55, 81, 11, 0, 0, 9
12, 76, 47, 100, 100, 98, 97, 72, 52, 54, 74, 30, 52, 5, 0, 0, 3
38, 100, 18, 81, 0, 52, 36, 38, 95, 42, 100, 60, 83, 31, 85, 0, 4
15, 97, 0, 76, 33, 46, 95, 59, 100, 100, 83, 83, 87, 41, 97, 0, 4
100, 100, 59, 73, 26, 45, 0, 15, 33, 0, 97, 18, 81, 38, 9, 28, 6
100, 77, 58, 100, 16, 69, 0, 27, 40, 0, 93, 15, 95, 58, 53, 89, 0
68, 46, 89, 75, 52, 100, 0, 80, 6, 53, 72, 54, 100, 33, 89, 0, 9
41, 96, 99, 100, 100, 74, 58, 38, 28, 0, 7, 16, 0, 45, 80, 34, 7
0, 57, 36, 83, 62, 100, 54, 64, 47, 28, 12, 0, 30, 2, 100, 3, 1
0, 79, 36, 100, 82, 81, 87, 40, 70, 0, 31, 24, 45, 45, 100, 50, 7
8, 58, 56, 77, 100, 100, 88, 95, 60, 72, 36, 48, 12, 24, 0, 0, 1
44, 73, 66, 100, 100, 88, 74, 57, 33, 32, 0, 21, 53, 19, 99, 0, 2
29, 89, 84, 100, 80, 73, 36, 50, 94, 38, 100, 9, 41, 0, 0, 17, 3
100, 100, 24, 77, 0, 56, 96, 57, 100, 86, 79, 70, 37, 35, 4, 0, 4
82, 100, 35, 78, 97, 39, 94, 0, 0, 1, 39, 42, 100, 81, 40, 94, 8
9, 86, 53, 100, 96, 81, 64, 55, 93, 48, 100, 18, 51, 0, 0, 11, 3
55, 40, 100, 64, 92, 100, 48, 81, 45, 40, 55, 0, 0, 4, 11, 38, 8
55, 91, 100, 100, 64, 94, 27, 69, 53, 52, 84, 32, 48, 7, 0, 0, 5
57, 82, 65, 100, 100, 88, 89, 64, 79, 39, 75, 13, 39, 2, 0, 0, 3
100, 94, 63, 100, 30, 71, 8, 39, 6, 6, 57, 0, 54, 19, 0, 10, 6
25, 97, 37, 70, 100, 88, 27, 100, 0, 80, 76, 65, 75, 31, 29, 0, 9
66, 100, 100, 94, 91, 69, 69, 47, 95, 24, 74, 2, 36, 0, 0, 9, 3
45, 74, 23, 68, 92, 35, 77, 0, 45, 28, 100, 64, 95, 100, 0, 80, 8
26, 87, 67, 100, 80, 76, 61, 48, 33, 23, 0, 1, 48, 0, 100, 3, 2
19, 66, 3, 28, 34, 0, 77, 13, 100, 51, 78, 89, 34, 100, 0, 76, 0
0, 99, 71, 100, 100, 77, 72, 48, 53, 18, 40, 0, 0, 27, 66, 33, 7
29, 94, 90, 100, 43, 100, 8, 70, 56, 61, 100, 39, 61, 11, 0, 0, 5
19, 91, 22, 58, 50, 24, 25, 0, 4, 37, 0, 73, 44, 94, 100, 100, 5
78, 72, 81, 100, 8, 91, 0, 55, 69, 59, 100, 71, 74, 33, 58, 0, 9
48, 97, 9, 67, 100, 64, 66, 100, 24, 57, 0, 0, 87, 8, 15, 41, 8
32, 89, 67, 100, 100, 93, 79, 71, 66, 47, 68, 22, 40, 6, 0, 0, 3
33, 69, 57, 100, 87, 75, 66, 39, 24, 15, 0, 15, 51, 14, 100, 0, 2
100, 100, 58, 85, 23, 59, 0, 30, 9, 0, 58, 5, 60, 34, 7, 25, 6
0, 23, 63, 46, 100, 87, 50, 100, 34, 57, 86, 23, 57, 0, 9, 22, 8
100, 100, 56, 81, 33, 51, 26, 18, 63, 0, 93, 25, 47, 38, 0, 20, 6
100, 91, 63, 100, 18, 89, 5, 53, 42, 50, 77, 32, 47, 4, 0, 0, 5
0, 66, 44, 83, 92, 100, 100, 85, 81, 64, 61, 42, 40, 21, 22, 0, 1
38, 96, 6, 60, 0, 19, 47, 0, 99, 25, 100, 65, 71, 100, 17, 85, 0
48, 80, 50, 100, 100, 99, 78, 69, 76, 49, 91, 18, 45, 0, 0, 9, 3
10, 100, 4, 67, 11, 70, 2, 80, 19, 33, 0, 0, 21, 8, 100, 12, 1
9, 98, 16, 100, 0, 55, 65, 40, 100, 58, 80, 89, 52, 46, 33, 0, 4
53, 91, 100, 100, 86, 100, 28, 86, 58, 64, 98, 32, 60, 0, 0, 1, 5
3, 87, 50, 100, 100, 100, 78, 76, 76, 52, 90, 30, 47, 13, 0, 0, 3
7, 94, 17, 51, 94, 47, 66, 0, 9, 3, 0, 56, 18, 97, 100, 100, 5
12, 55, 0, 46, 21, 6, 66, 0, 100, 30, 99, 73, 63, 100, 18, 93, 0
21, 100, 0, 64, 2, 23, 40, 0, 86, 18, 100, 56, 75, 91, 30, 81, 0
31, 87, 57, 100, 55, 65, 30, 37, 0, 14, 26, 9, 62, 5, 100, 0, 2
96, 85, 31, 100, 44, 64, 96, 27, 37, 0, 0, 31, 72, 62, 100, 91, 8
36, 100, 19, 61, 0, 27, 80, 28, 100, 52, 73, 90, 70, 45, 69, 0, 4
13, 96, 56, 100, 56, 75, 30, 53, 0, 32, 3, 11, 51, 5, 100, 0, 2
35, 88, 30, 57, 50, 17, 11, 0, 0, 38, 56, 68, 100, 100, 20, 100, 8
70, 69, 100, 95, 40, 100, 0, 74, 53, 75, 78, 57, 51, 28, 21, 0, 9
100, 87, 26, 100, 0, 70, 66, 68, 97, 99, 86, 66, 72, 33, 69, 0, 9
55, 83, 100, 100, 88, 92, 40, 78, 24, 43, 68, 31, 48, 5, 0, 0, 5
100, 100, 60, 89, 26, 65, 3, 36, 0, 4, 43, 0, 51, 26, 12, 31, 6
21, 100, 19, 70, 32, 100, 45, 52, 63, 7, 0, 0, 34, 8, 100, 13, 1
31, 78, 0, 57, 14, 13, 59, 0, 100, 23, 98, 69, 62, 100, 19, 91, 0
35, 100, 21, 73, 0, 46, 18, 30, 77, 30, 100, 53, 87, 27, 79, 0, 4
0, 92, 44, 100, 80, 88, 43, 67, 71, 45, 100, 23, 54, 7, 2, 0, 3
0, 90, 59, 100, 100, 79, 72, 40, 55, 0, 40, 1, 9, 30, 84, 31, 7
19, 100, 0, 63, 3, 30, 63, 47, 100, 77, 91, 75, 77, 38, 68, 0, 4
39, 100, 5, 79, 0, 47, 55, 42, 100, 64, 80, 60, 52, 30, 28, 0, 4
77, 96, 29, 90, 66, 73, 66, 100, 100, 64, 93, 19, 49, 0, 0, 20, 9
