@relation crx

@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
g,t,0,positive
p,t,0,positive
g,t,2,positive
g,t,16,positive
g,t,0,positive
g,t,2,positive
g,t,9,positive
g,t,11,positive
g,t,0,positive
g,f,0,positive
g,t,0,positive
g,t,5,positive
g,t,1,positive
g,t,0,positive
g,t,0,positive
p,f,0,positive
g,t,3,positive
p,t,8,positive
g,t,2,positive
g,t,11,positive
p,t,1,positive
p,t,5,positive
g,t,0,positive
g,t,2,positive
g,t,1,positive
g,t,10,positive
g,t,7,positive
g,t,6,positive
g,t,0,positive
g,t,20,positive
p,t,1,positive
g,t,0,positive
g,t,6,positive
g,t,14,positive
g,t,3,positive
g,t,4,positive
g,t,5,positive
g,t,1,positive
g,t,0,positive
g,t,0,positive
g,t,9,positive
g,t,1,positive
g,f,0,positive
g,t,4,positive
g,t,0,positive
g,t,12,positive
g,f,0,positive
g,t,1,positive
p,t,23,positive
g,t,0,positive
g,t,0,positive
p,t,0,positive
g,t,1,positive
g,t,0,positive
g,t,6,positive
g,t,7,positive
g,t,1,positive
g,t,15,positive
g,t,6,positive
g,t,0,positive
p,t,0,positive
p,t,0,positive
g,t,0,positive
g,t,0,positive
g,t,0,positive
g,t,0,positive
g,t,12,positive
p,t,0,positive
g,t,14,positive
g,t,3,positive
g,t,11,positive
g,t,6,positive
g,t,5,positive
g,t,5,positive
p,t,8,positive
g,t,11,positive
g,t,0,positive
g,t,9,positive
g,t,9,positive
g,t,16,positive
g,t,5,positive
g,t,0,positive
g,t,11,positive
g,t,17,positive
g,t,3,positive
g,t,6,positive
g,t,14,positive
g,f,0,positive
g,t,3,positive
g,t,19,positive
p,t,11,positive
p,t,2,positive
p,f,0,positive
g,t,2,positive
p,t,1,positive
g,t,6,positive
g,t,2,positive
g,t,0,positive
g,t,0,positive
g,t,2,positive
g,t,14,positive
p,t,7,positive
g,t,9,positive
g,t,8,positive
g,t,0,positive
g,t,5,positive
g,t,11,positive
g,t,6,positive
g,f,0,positive
g,t,8,positive
g,t,1,positive
g,t,13,positive
g,t,11,positive
g,t,5,positive
g,t,0,positive
g,t,1,positive
g,t,0,positive
g,t,0,positive
p,f,0,positive
g,t,14,positive
g,t,3,positive
g,t,7,positive
p,t,2,positive
g,t,0,positive
g,t,11,positive
g,t,12,positive
g,t,0,positive
g,t,0,positive
g,t,11,positive
p,t,3,positive
g,t,4,positive
p,t,0,positive
p,t,0,positive
g,t,4,positive
g,t,1,positive
g,t,5,positive
g,t,7,positive
g,t,0,positive
g,t,1,positive
g,f,1,positive
g,t,0,positive
g,t,7,positive
g,t,0,positive
g,t,14,positive
g,t,0,positive
g,t,1,positive
g,t,4,positive
g,t,0,positive
g,t,12,positive
g,t,0,positive
p,t,1,positive
g,t,6,positive
g,t,1,positive
g,t,7,positive
g,t,11,positive
g,t,5,positive
p,t,10,positive
g,t,7,positive
g,t,1,positive
g,t,2,positive
g,t,9,positive
g,t,0,positive
g,f,0,positive
g,t,7,positive
g,f,0,positive
g,t,0,positive
g,f,0,positive
g,t,12,positive
g,t,3,positive
g,t,3,positive
g,t,8,positive
p,t,1,positive
g,t,0,positive
p,t,11,positive
g,t,15,positive
g,t,0,positive
g,t,5,positive
g,t,1,positive
g,t,7,positive
g,t,6,positive
g,t,0,positive
g,t,2,positive
g,t,0,positive
p,t,8,positive
g,t,7,positive
p,t,0,positive
g,t,2,positive
g,t,9,positive
g,t,14,positive
g,t,2,positive
p,t,4,positive
g,t,7,positive
g,t,0,positive
g,t,0,positive
g,t,9,positive
g,t,9,positive
g,t,15,positive
g,t,1,positive
g,t,2,positive
g,t,0,positive
g,t,17,positive
g,t,11,positive
g,t,6,positive
g,t,7,positive
g,t,6,positive
p,t,0,positive
g,t,6,positive
g,t,16,positive
g,t,5,positive
p,t,1,positive
g,t,2,positive
g,t,1,positive
p,t,3,positive
g,f,0,positive
p,t,14,positive
p,t,0,positive
g,t,15,positive
g,t,7,positive
g,t,0,positive
g,t,11,positive
p,t,1,positive
g,t,0,positive
gg,f,0,positive
g,t,5,positive
g,f,0,positive
g,t,6,positive
g,t,12,positive
g,t,0,positive
g,t,11,positive
p,f,0,positive
g,t,8,positive
g,t,0,positive
g,t,6,positive
g,t,6,positive
g,t,0,positive
g,t,7,positive
g,t,1,positive
g,t,0,positive
g,t,4,positive
p,t,40,positive
g,t,3,positive
g,f,0,positive
g,t,11,positive
p,t,3,positive
p,t,2,positive
g,t,2,positive
g,t,1,positive
g,t,1,positive
g,t,6,positive
g,t,8,positive
g,t,3,positive
g,t,3,positive
g,t,4,positive
g,t,10,positive
g,t,1,positive
g,t,3,positive
g,t,0,positive
g,t,0,positive
g,t,4,positive
g,t,10,positive
g,t,0,positive
g,t,2,positive
g,t,0,positive
g,t,67,positive
p,t,0,positive
g,t,0,negative
g,f,1,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,4,negative
p,f,0,negative
g,f,0,negative
g,f,3,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,2,negative
p,f,0,negative
p,f,0,negative
g,t,0,negative
p,f,0,negative
p,f,1,negative
p,f,0,negative
g,f,1,negative
p,t,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,t,2,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,2,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
p,t,1,negative
g,t,0,negative
p,f,0,negative
g,t,1,negative
p,t,0,negative
p,f,0,negative
g,f,0,negative
g,t,0,negative
p,f,0,negative
p,t,3,negative
g,t,0,negative
p,t,0,negative
p,t,0,negative
g,f,0,negative
p,t,0,negative
g,t,0,negative
p,t,10,negative
g,f,0,negative
g,f,2,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,2,negative
p,t,6,negative
g,f,1,negative
g,t,0,negative
g,f,0,negative
g,f,12,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,1,negative
p,f,0,negative
g,f,1,negative
g,f,0,negative
p,t,0,negative
g,f,0,negative
g,f,1,negative
p,t,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,0,negative
p,f,1,negative
g,f,0,negative
g,f,0,negative
g,f,2,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
g,f,1,negative
p,f,0,negative
g,t,0,negative
g,t,2,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,3,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,1,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,2,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
p,t,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
