@relation magic
@attribute FLength real [4.2835,  334.177]
@attribute FWidth real [0.0,  256.382]
@attribute FSize real [1.9413,  5.3233]
@attribute FConc real [0.0131,  0.893]
@attribute FConc1 real [3.0E-4,  0.6752]
@attribute FAsym real [-457.9161,  575.2407]
@attribute FM3Long real [-331.78,  238.321]
@attribute FM3Trans real [-205.8947,  179.851]
@attribute FAlpha real [0.0,  90.0]
@attribute FDist real [1.2826,  495.561]
@attribute Class {g, h}
@data
86.0486, 21.8287, 3.3587, 0.2369, 0.1662, -58.7854, 57.8212, -18.8093, 2.005, 302.553, g
34.9205, 15.9621, 2.8457, 0.3267, 0.1762, 15.8025, 11.8249, 11.9768, 9.59, 154.712, g
49.6143, 28.1482, 3.2641, 0.1769, 0.089, 44.0893, 26.0127, 22.939, 0.67, 150.761, g
26.9766, 9.7238, 2.3064, 0.4593, 0.2395, -12.3167, 16.287, 1.6476, 3.675, 197.338, g
29.817, 19.8364, 2.7372, 0.3718, 0.239, 10.0066, 23.9409, 15.0702, 15.9328, 222.184, g
34.9502, 16.0121, 3.0663, 0.297, 0.1644, -12.5192, 11.1413, -7.5776, 17.6684, 201.404, g
39.1755, 26.3821, 2.7966, 0.345, 0.2005, -38.1241, 25.4219, 17.0574, 6.4974, 299.173, g
41.4001, 25.658, 3.0414, 0.2036, 0.1023, 39.265, 30.5051, -23.3496, 0.6344, 91.228, g
26.8928, 17.7678, 2.8439, 0.3782, 0.2357, -1.6706, -8.159, -15.8111, 23.821, 109.02, g
28.0883, 6.8084, 2.2504, 0.5899, 0.3174, -7.7092, -17.4113, -2.8594, 27.549, 146.596, g
25.1576, 12.8638, 2.4564, 0.4615, 0.236, -24.1639, 11.1073, 7.8713, 47.777, 149.657, g
25.5688, 19.0735, 2.2911, 0.7161, 0.422, 16.7068, 25.194, -14.8757, 74.308, 316.47, g
37.3516, 16.8653, 2.7882, 0.3958, 0.2093, 4.4937, 31.5053, -11.6112, 1.713, 184.572, g
21.6327, 17.2218, 2.5434, 0.4206, 0.2246, 7.9688, 9.6019, 14.4923, 10.615, 186.555, g
23.2114, 18.431, 2.7466, 0.414, 0.2195, 22.8049, 22.652, 11.7008, 2.8462, 51.4993, g
23.1587, 0.0046, 2.1319, 0.7675, 0.3875, 25.3507, 15.0322, 0.0, 61.5621, 147.73, g
36.9017, 24.9234, 3.0876, 0.1855, 0.0977, -2.4734, -13.2831, 8.1078, 1.9727, 135.037, g
34.4244, 9.6598, 2.4955, 0.4888, 0.254, -29.8832, 23.1758, 6.9027, 27.604, 182.12, g
32.0949, 13.4114, 2.6915, 0.4049, 0.237, 40.987, 17.3007, 6.6499, 14.233, 197.379, g
80.0634, 31.6829, 3.7285, 0.1104, 0.0556, 30.1971, 73.1529, -12.4444, 0.57, 286.451, g
22.7946, 17.6215, 2.2889, 0.473, 0.2442, -25.018, -12.1896, -12.0047, 37.2132, 173.349, g
62.1547, 22.8527, 3.4072, 0.1805, 0.0949, -15.0925, 43.1847, 11.8992, 3.4278, 222.286, g
28.3371, 24.9896, 2.968, 0.3337, 0.19, 27.1233, 22.0479, -15.7731, 7.208, 107.15, g
