@relation magic
@attribute FLength real [4.2835,  334.177]
@attribute FWidth real [0.0,  256.382]
@attribute FSize real [1.9413,  5.3233]
@attribute FConc real [0.0131,  0.893]
@attribute FConc1 real [3.0E-4,  0.6752]
@attribute FAsym real [-457.9161,  575.2407]
@attribute FM3Long real [-331.78,  238.321]
@attribute FM3Trans real [-205.8947,  179.851]
@attribute FAlpha real [0.0,  90.0]
@attribute FDist real [1.2826,  495.561]
@attribute Class {g, h}
@data
63.3453, 24.3855, 3.4233, 0.2339, 0.1375, -48.6381, -19.4147, 16.9773, 0.64, 291.553, g
63.2886, 26.427, 3.4434, 0.2342, 0.1273, -27.3566, 54.6506, 19.7834, 0.9753, 302.897, g
35.9913, 19.4494, 2.7466, 0.3297, 0.1801, -34.0069, -25.3956, -6.3628, 0.2425, 175.99, g
92.8723, 25.685, 3.1553, 0.242, 0.1619, -25.5033, 51.797, -19.0013, 7.7301, 304.585, g
22.7945, 14.8676, 2.567, 0.5203, 0.294, -8.7481, -20.3785, 12.765, 6.7835, 110.258, g
99.6416, 13.5477, 2.4362, 0.3846, 0.1996, 48.7119, 92.2613, 7.7025, 74.5664, 57.7231, g
96.3755, 31.3902, 3.359, 0.2179, 0.1376, -34.801, 61.0636, 20.5479, 9.782, 307.321, g
30.3331, 14.9817, 2.4526, 0.4762, 0.2416, -32.2094, -20.1641, -5.1006, 0.9075, 74.5242, g
23.0242, 13.2275, 2.2188, 0.4471, 0.2326, -25.6063, -10.429, 5.5499, 33.4008, 210.819, g
23.6353, 11.4736, 2.4661, 0.6291, 0.4085, -15.6487, -18.8315, -9.9017, 43.565, 194.384, g
39.3737, 12.0817, 2.7763, 0.3213, 0.1615, 18.1724, 13.6391, 6.5266, 3.7449, 201.01, g
41.0677, 16.2578, 2.7308, 0.3532, 0.1812, 47.4405, 37.9125, 16.1237, 17.671, 213.317, g
60.0261, 12.245, 2.8052, 0.26, 0.1433, 3.5656, 55.2047, 8.5485, 1.3841, 230.089, g
94.2369, 17.6341, 2.7727, 0.297, 0.1612, -97.071, 50.552, -14.982, 1.854, 302.219, g
81.2317, 32.2546, 3.7262, 0.1694, 0.0893, 35.5667, 66.9446, 12.8892, 4.155, 295.38, g
18.8734, 17.772, 2.5821, 0.4686, 0.2579, -14.6576, -16.9343, -14.4939, 17.1286, 114.938, g
18.249, 10.4383, 2.2529, 0.6034, 0.3156, 22.8063, 10.1469, 5.3027, 15.8259, 159.544, g
13.1155, 10.1083, 2.1973, 0.8, 0.5238, 12.3051, 7.4928, 10.0776, 58.845, 166.287, g
23.807, 10.0712, 2.4289, 0.5624, 0.3184, 7.3563, 16.856, -7.645, 10.378, 216.895, g
33.3045, 14.4421, 2.6862, 0.3687, 0.2029, 1.7249, -9.9052, 8.066, 5.2437, 215.956, g
85.6478, 20.1038, 3.3537, 0.2719, 0.2004, -43.2684, 61.6568, -19.4233, 0.7472, 318.342, g
35.9225, 14.7049, 2.5224, 0.3093, 0.1607, -5.9833, -17.4181, 12.4547, 2.969, 131.396, g
13.1469, 10.548, 2.2467, 0.7819, 0.4788, -13.3907, -4.7953, 10.6172, 27.3603, 225.093, g
31.3143, 18.0536, 2.873, 0.284, 0.1721, 1.2051, 14.7875, 12.6812, 1.6985, 183.056, g
34.3373, 16.4943, 2.8109, 0.3246, 0.1862, -2.201, -29.0313, -12.3771, 48.259, 30.8191, g
23.3353, 20.2994, 2.6721, 0.3298, 0.1755, -19.4629, -17.4883, 7.5957, 29.1324, 184.927, g
31.0208, 10.3206, 2.5218, 0.5444, 0.2992, -37.1024, -15.7849, -7.8747, 8.2969, 189.763, g
68.6967, 24.7983, 3.1733, 0.1858, 0.0996, 19.6607, 76.9693, 23.1282, 3.4614, 178.712, g
24.1417, 18.2322, 2.7853, 0.3885, 0.2287, 3.201, -13.1804, 3.5891, 89.2231, 80.7012, g
53.7088, 16.6628, 2.8695, 0.2984, 0.1668, 20.2522, 53.7607, -12.9033, 11.677, 252.365, g
30.3706, 22.2166, 3.0177, 0.3005, 0.1531, -18.1745, -15.7373, 9.9684, 6.7334, 160.596, g
23.2118, 10.7747, 2.2455, 0.5568, 0.304, -23.5159, -19.3164, -10.2216, 7.755, 114.905, g
32.9957, 12.5757, 2.4175, 0.5507, 0.327, 20.9195, 26.5732, -10.0969, 71.066, 65.1353, g
28.4739, 21.2686, 2.6862, 0.2945, 0.1637, 26.7542, 12.1834, -16.0947, 25.431, 30.4329, g
59.0112, 26.2465, 3.5361, 0.1691, 0.0921, 48.3117, 45.5126, -17.2875, 1.8811, 206.842, g
63.7006, 19.4801, 3.2033, 0.2549, 0.1362, 65.4462, 46.0652, -11.9541, 8.519, 245.152, g
12.9683, 11.098, 2.3149, 0.7458, 0.4431, 14.3448, -6.908, -9.6018, 38.1314, 162.358, g
24.9509, 12.2758, 2.4928, 0.4566, 0.2331, 31.4747, 18.5466, 6.3908, 23.425, 184.21, g
37.8835, 12.4431, 2.5752, 0.3298, 0.1662, -25.5734, -25.4924, -3.8536, 6.518, 242.106, g
26.8589, 11.3542, 2.5145, 0.4465, 0.2248, 37.5401, 6.5357, -5.5475, 0.638, 145.696, g
112.635, 31.147, 2.9868, 0.1918, 0.1139, -117.267, 89.9887, 23.0827, 17.724, 277.313, g
12.6846, 11.7208, 2.1055, 0.7137, 0.3725, -15.4833, 7.3755, 11.1393, 4.176, 200.477, g
67.9187, 32.6559, 3.5981, 0.1342, 0.0798, -66.878, 30.696, -19.4972, 0.794, 273.901, g
19.6321, 7.4005, 2.0986, 0.741, 0.4263, 1.6898, -7.898, -4.8491, 8.5814, 133.457, g
32.0222, 8.6668, 2.3454, 0.4966, 0.2551, -36.883, -23.0419, -10.2571, 35.625, 43.7536, g
21.5732, 0.0, 2.1222, 0.7698, 0.4792, -1.8113, 9.6718, 0.0, 2.0E-4, 118.189, g
25.3012, 16.2202, 2.5682, 0.5568, 0.3149, -17.2506, -27.258, -14.7233, 48.5567, 228.125, g
70.1479, 20.2556, 3.4283, 0.1984, 0.1024, -5.4196, 49.1044, -10.1769, 8.2377, 233.607, g
71.6093, 20.8942, 2.7551, 0.3638, 0.1819, -31.573, -16.0592, -16.013, 6.166, 309.411, g
20.8936, 7.1692, 2.07, 0.6809, 0.3532, 0.2502, -4.9255, 6.0936, 53.587, 43.9599, g
138.085, 50.5402, 3.9738, 0.0803, 0.0406, -179.053, 75.5048, 31.2204, 5.931, 254.744, g
27.3505, 12.6293, 2.3212, 0.4487, 0.2315, 21.1833, 13.7308, 8.0624, 15.7217, 170.12, g
18.6133, 10.0097, 2.3054, 0.6089, 0.3787, 20.7083, 12.7382, 2.9013, 9.438, 179.16, g
35.1926, 27.6832, 3.2262, 0.221, 0.1322, 23.6958, 27.381, 20.9731, 10.685, 84.5853, g
36.0465, 17.6856, 2.7903, 0.2917, 0.1645, -14.9419, 18.6392, -13.8596, 1.9542, 104.142, g
26.8454, 13.8541, 2.5296, 0.4284, 0.2762, 18.5377, -10.6566, 8.3678, 17.533, 173.458, g
43.911, 19.6896, 3.0465, 0.301, 0.1568, 10.3476, 39.0333, 5.8314, 14.874, 179.055, g
30.9688, 19.9094, 2.8837, 0.3987, 0.232, 30.7659, 28.6154, -14.9461, 69.0844, 37.6417, g
41.671, 17.1878, 3.0654, 0.2822, 0.157, 18.3394, 36.2814, -6.557, 5.7949, 227.657, g
36.384, 15.988, 2.6946, 0.2606, 0.1444, 19.4698, -14.6052, 12.6059, 6.303, 243.653, g
95.6926, 24.6683, 3.328, 0.1913, 0.1017, 39.4864, 103.942, -5.0639, 7.0973, 226.194, g
28.8214, 20.695, 3.1002, 0.3152, 0.1616, -12.5463, 21.3601, -9.1016, 23.4123, 69.8538, g
18.633, 12.9542, 2.4108, 0.5204, 0.2932, -14.6172, -10.393, 5.7839, 58.2819, 192.35, g
