@relation magic
@attribute FLength real [4.2835,  334.177]
@attribute FWidth real [0.0,  256.382]
@attribute FSize real [1.9413,  5.3233]
@attribute FConc real [0.0131,  0.893]
@attribute FConc1 real [3.0E-4,  0.6752]
@attribute FAsym real [-457.9161,  575.2407]
@attribute FM3Long real [-331.78,  238.321]
@attribute FM3Trans real [-205.8947,  179.851]
@attribute FAlpha real [0.0,  90.0]
@attribute FDist real [1.2826,  495.561]
@attribute Class {g, h}
@data
46.2915, 16.0328, 2.7756, 0.3403, 0.192, 49.9706, 33.3653, -12.7979, 38.707, 75.5234, g
20.3836, 9.0462, 2.3365, 0.6359, 0.3894, 22.27, 12.9487, -2.0403, 43.0032, 66.1667, g
26.7065, 18.907, 2.6781, 0.4281, 0.2214, 9.1616, 18.6858, -11.6888, 26.881, 63.7637, g
34.7486, 19.2286, 2.5629, 0.3666, 0.1984, 30.3637, -16.3092, 14.3186, 1.521, 109.445, g
45.6094, 20.8103, 3.0438, 0.226, 0.1162, -0.5056, 37.7755, -9.2036, 4.25, 165.582, g
38.1627, 25.1091, 3.1041, 0.247, 0.1279, 37.2749, 22.8564, 16.227, 5.5119, 188.124, g
96.8578, 39.4755, 3.9903, 0.1204, 0.0679, -59.0369, 66.0291, -26.431, 3.8107, 340.996, g
95.5207, 34.5134, 4.1295, 0.1005, 0.0543, 21.1988, 88.912, -15.3593, 0.084, 260.879, g
66.7336, 24.94, 3.4357, 0.1683, 0.0889, 27.3604, 67.0539, -7.3935, 9.941, 223.912, g
92.937, 22.1354, 3.0885, 0.3108, 0.1937, 18.6509, 48.5227, 14.2821, 3.497, 358.99, g
21.8344, 6.832, 2.1804, 0.7063, 0.3531, 25.981, -0.1704, 6.6103, 35.4993, 95.7374, g
18.1607, 10.4502, 2.2718, 0.6043, 0.3289, 1.7266, -7.66, -6.3001, 43.3661, 147.236, g
23.4494, 16.2843, 2.5605, 0.4539, 0.2655, -8.8017, -15.9867, 10.389, 83.8081, 235.203, g
38.1089, 15.08, 2.3927, 0.3887, 0.2126, -21.4336, -29.3931, 13.3864, 13.741, 154.264, g
33.5874, 17.46, 2.5821, 0.3979, 0.2134, -49.0296, -7.6514, 5.127, 25.657, 166.95, g
25.0275, 12.8142, 2.5391, 0.4884, 0.3078, -12.5331, -8.9993, 12.3285, 65.2451, 72.7386, g
18.2028, 15.8708, 2.4526, 0.5115, 0.2945, 18.9639, 18.329, 5.3072, 2.5957, 48.9988, g
80.3994, 14.9183, 2.8445, 0.3004, 0.1581, 36.0787, 76.0508, -10.599, 5.066, 272.617, g
65.6069, 33.6033, 3.8528, 0.1433, 0.073, -84.0021, 43.5019, -23.9483, 0.7567, 246.341, g
