@relation australian

@attribute A6 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
4,0,0,280,0
8,0,0,176,0
4,0,1,352,0
4,1,1,0,1
4,0,0,120,0
8,0,0,140,0
8,0,0,340,0
4,0,0,216,0
1,0,0,100,0
4,0,1,0,0
4,1,1,0,1
4,1,0,487,1
4,0,0,160,0
4,1,1,0,1
1,0,0,184,0
1,0,1,350,0
9,1,1,0,1
5,1,1,375,1
4,0,0,0,0
8,1,0,680,0
4,0,0,100,0
4,1,1,168,1
4,0,1,160,0
8,1,0,360,0
8,1,1,0,1
4,1,1,520,1
4,1,1,150,1
8,1,0,29,1
4,1,0,225,1
4,1,0,370,1
4,0,0,100,0
4,1,0,300,1
4,0,1,240,1
8,1,1,160,1
5,1,0,420,0
7,0,1,160,0
5,1,1,73,1
4,1,1,520,1
5,1,0,160,1
8,0,0,220,0
4,1,0,200,0
4,1,1,200,1
2,1,1,99,1
4,0,0,160,0
4,0,0,60,0
4,0,0,120,0
8,1,0,400,0
8,1,1,100,1
8,1,0,400,1
4,0,1,174,0
1,1,1,0,1
1,0,1,160,0
8,1,1,400,1
1,0,0,120,0
1,0,0,300,1
7,0,0,450,1
5,1,1,410,1
4,1,1,329,0
4,1,1,120,1
4,0,1,80,0
4,0,0,180,0
1,0,0,80,0
4,0,0,80,0
2,0,0,140,0
8,1,1,0,1
4,0,0,144,0
1,1,0,80,0
8,1,0,491,1
4,1,0,80,0
