@relation australian

@attribute A6 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
4,1,1,501,0
2,0,0,1,0
1,0,0,2,0
8,1,1,211,0
4,0,0,1,0
4,1,0,1,0
1,0,1,2,0
4,1,0,1,0
4,0,0,1,0
4,1,0,1,0
4,0,0,6,0
4,0,0,1,0
5,0,0,1,0
4,0,0,68,0
4,1,0,1,0
8,0,1,109,0
4,0,0,2,0
4,0,0,1,0
4,0,0,151,0
4,0,0,1,0
4,0,1,161,0
1,0,0,1,0
4,1,0,1,0
2,0,0,1,0
5,0,1,8,0
1,0,0,1,0
4,0,0,1,0
5,0,0,1,0
8,0,1,2,0
5,0,0,4001,0
4,0,0,1,0
4,0,0,45,0
4,0,0,1,0
1,0,1,5,0
4,0,1,81,0
1,1,1,1,0
1,0,0,51,0
4,0,0,1,0
4,1,0,1,0
2,0,0,1111,0
4,0,0,3,0
4,0,0,1213,0
4,0,0,238,0
8,0,0,485,0
4,0,0,351,0
5,0,0,1,0
4,0,1,2,0
4,0,1,5,0
8,0,0,1,0
5,0,0,457,0
5,0,0,2,0
4,0,1,174,0
8,0,0,1,0
8,1,0,1,0
4,0,0,502,0
4,0,0,3553,0
4,0,0,1,0
4,0,0,1,0
4,0,0,185,0
8,0,0,1,0
1,0,1,147,0
4,0,0,196,0
1,0,0,4209,0
4,0,0,1,0
4,0,0,2,0
3,0,0,21,0
4,1,0,1,0
1,0,0,2,0
4,0,0,1,0
4,0,0,3,0
8,0,0,1,0
4,0,0,19,0
4,0,0,2,0
5,1,0,201,0
4,1,0,1,0
4,0,1,5553,0
4,1,0,1,0
5,1,0,1,0
4,0,1,7,0
4,0,0,1,0
4,0,0,1,0
4,0,1,2804,0
3,0,0,2,0
4,0,0,2011,0
4,0,1,2,0
4,0,0,751,0
4,0,0,1001,0
4,0,0,101,0
9,1,1,131,0
8,1,0,1,0
7,0,1,588,0
4,0,1,445,0
4,0,1,6,0
4,0,0,5,0
4,0,0,1,0
4,1,0,1,0
4,0,0,1,0
4,1,1,6,0
4,0,0,1,0
4,0,0,68,0
4,0,0,1,0
4,0,1,99,0
4,0,0,1,0
4,1,0,1,0
4,0,1,1,0
4,0,0,1,0
4,0,0,1,0
9,0,0,13,0
8,1,0,1,0
4,0,0,352,0
8,1,1,51,0
