@relation australian

@attribute A8 {0,1}
@attribute A12 {1,2,3}
@attribute A13 numeric
@attribute Class {0,1}

@data
1,2,0,1
1,2,100,0
1,2,0,1
1,2,70,1
1,2,0,1
1,2,0,1
0,2,128,0
0,2,176,0
1,2,583,1
0,2,0,0
1,2,280,1
1,2,181,1
1,2,181,1
1,2,160,1
1,2,312,1
1,2,140,0
0,2,108,0
1,2,0,1
1,2,212,0
0,2,160,0
1,2,120,0
0,2,180,0
1,2,0,1
0,2,460,0
1,2,0,1
0,2,228,0
0,2,0,0
1,2,0,1
0,2,320,0
1,2,980,0
1,2,156,1
1,2,80,1
0,2,150,0
0,2,17,0
0,2,180,0
0,2,460,0
0,2,200,0
1,2,0,1
0,2,184,0
1,2,333,1
1,2,408,1
0,2,0,0
1,2,250,1
0,2,0,0
1,2,360,1
0,2,240,0
0,2,320,0
0,2,0,0
1,2,300,0
1,2,160,1
0,2,200,0
1,2,260,1
0,2,120,0
1,2,80,1
0,1,80,0
0,2,220,0
1,2,200,1
0,2,184,0
0,2,200,0
1,2,440,1
1,2,0,1
0,2,160,0
0,2,120,0
1,2,140,0
0,2,180,0
1,2,211,1
1,2,228,1
1,2,0,1
0,2,0,0
