@relation australian

@attribute A8 {0,1}
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
1,130,2,0
0,200,1,0
1,260,1,0
0,320,2,0
0,231,1,0
0,372,123,0
1,523,1,0
0,80,1,0
0,130,1,0
0,0,502,0
0,160,1,0
0,240,1,0
0,128,2,0
0,120,2,0
0,0,1,0
0,180,174,0
0,200,1,0
0,0,352,0
0,300,1,0
1,200,1,0
0,120,1,0
0,180,5,0
0,320,6,0
0,176,147,0
0,160,1059,0
0,221,1,0
1,0,39,0
1,120,6,0
0,0,1,0
0,640,4001,0
0,73,1,0
0,144,1,0
0,92,301,0
0,200,1211,0
1,80,991,0
0,1160,1,0
0,420,1,0
0,232,201,0
0,0,317,0
0,80,1,0
0,80,351,0
0,0,5553,0
0,144,1,0
0,100,3,0
0,340,2,0
0,160,1,0
0,0,1,0
0,225,501,0
0,120,1,0
0,280,365,0
0,348,1,0
0,260,1,0
0,160,1,0
0,160,11,0
0,0,2,0
0,210,688,0
0,200,71,0
1,100,28,0
1,100,69,0
0,80,43,0
0,40,155,0
0,0,1,0
1,100,51,0
0,0,1,0
0,360,1,0
0,300,1,0
0,0,45,0
0,100,1,0
0,160,2,0
0,200,1,0
0,260,1,0
1,112,1,0
1,160,1,0
0,200,5,0
0,280,14,0
0,240,2,0
1,440,1,0
0,0,1,0
1,160,1,0
0,200,2,0
1,180,21,0
0,720,1,0
0,132,1,0
0,60,1,0
0,360,1001,0
0,160,1,0
0,20,17,0
0,0,1,0
0,220,1001,0
0,2000,3,0
0,320,14,0
0,0,287,0
0,216,2101,0
0,62,28,0
0,320,1,0
0,120,1,0
0,184,19,0
0,0,391,0
0,240,238,0
1,368,1,0
1,320,1,0
0,120,2,0
0,0,1,0
0,272,445,0
1,400,1,0
0,160,41,0
0,0,4001,0
0,320,1,0
0,180,61,0
0,240,5,0
1,560,1,0
0,100,4,0
0,280,751,0
0,184,1,0
0,228,1,0
1,160,1,0
0,240,1,0
1,0,341,0
0,45,2,0
0,140,1,0
0,480,1,0
0,252,1,0
0,465,151,0
0,160,26,0
0,550,1,0
0,180,1063,0
0,200,2,0
0,411,1,0
0,340,1,0
1,0,1,0
0,0,1001,0
0,180,1,0
0,145,1,0
1,120,1,0
0,108,8,0
0,140,5,0
0,280,1,0
0,240,118,0
1,120,376,0
0,260,247,0
0,300,68,0
1,167,501,0
0,0,229,0
0,100,1,0
1,100,21,0
0,0,3,0
0,108,99,0
1,132,29,0
0,416,22,0
1,320,1,0
0,480,1,0
0,160,127,0
0,276,2,0
1,152,131,0
0,200,106,0
0,0,13,0
0,100,2,0
1,176,1,0
0,120,1,0
0,320,3553,0
1,212,1,0
0,272,1,0
0,0,201,0
1,164,401,0
0,380,1,0
0,170,180,0
0,0,1,0
1,163,1,0
0,0,11,0
1,200,101,0
0,320,1,0
0,120,476,0
0,160,1,0
0,120,1,0
0,520,1,0
0,28,1,0
0,136,2,0
1,140,1,0
0,184,5201,0
1,200,1,0
0,200,8,0
0,120,88,0
1,120,1,0
1,140,1,0
0,0,7,0
1,443,1,0
0,0,351,0
1,180,2,0
1,171,1,0
0,150,2,0
0,0,34,0
0,280,56,0
0,160,1,0
0,160,21,0
0,140,723,0
0,128,7,0
0,300,1,0
1,180,1,0
0,120,19,0
0,220,6,0
0,184,1,0
0,168,1,0
0,0,196,0
0,380,2011,0
0,263,1,0
0,272,109,0
0,110,1,0
0,454,51,0
0,0,1,0
0,100,1,0
0,70,7,0
0,280,1,0
1,140,1,0
1,75,1,0
0,132,1,0
0,309,3,0
0,0,1,0
0,600,1,0
1,140,6,0
0,160,1,0
0,369,2,0
0,0,1,0
0,0,1,0
0,0,1,0
0,280,2,0
0,220,141,0
0,400,10,0
0,120,1,0
0,280,1,0
0,0,18,0
0,140,185,0
0,200,1,0
0,0,161,0
0,0,5,0
0,256,18,0
0,184,1,0
1,252,2198,0
0,224,1,0
0,160,42,0
1,0,201,0
0,108,101,0
1,0,1,0
0,86,1,0
0,17,2,0
1,300,1,0
0,0,3,0
1,0,1,0
1,280,1,0
0,460,69,0
0,356,1,0
0,96,20,0
0,320,1301,0
0,141,1,0
0,400,109,0
0,0,352,0
0,420,284,0
1,140,211,0
0,80,22,0
1,94,1,0
0,136,1,0
0,140,3,0
0,120,1,0
0,280,205,0
0,460,1,0
0,260,1005,0
0,220,252,0
0,200,142,0
0,180,1,0
0,154,33,0
0,232,1,0
0,200,54,0
1,288,1,0
0,280,1,0
1,208,348,0
1,188,1,0
0,80,1,0
0,0,51,0
0,120,1,0
0,180,2,0
1,320,1,0
0,100,1213,0
0,200,1,0
0,720,1,0
0,180,1,0
0,200,1,0
0,200,2,0
0,300,3,0
1,760,91,0
0,129,4,0
1,300,6,0
1,268,1,0
0,60,101,0
0,400,1,0
0,360,7,0
0,80,1,0
0,178,1,0
0,240,36,0
0,200,4,0
1,980,1,0
0,200,19,0
1,0,226,0
0,80,485,0
0,0,23,0
0,112,7,0
0,280,11,0
0,160,1,0
0,220,2,0
0,240,1,0
0,254,1951,0
0,400,1,0
1,280,1,0
0,132,3,0
1,240,1,0
0,76,1,0
0,180,1,0
1,928,1,0
0,100,4209,0
0,280,81,0
0,460,17,0
0,120,6,0
0,200,1001,0
0,210,1,0
1,180,1,0
0,200,457,0
0,340,1,0
0,0,1,0
0,280,205,0
1,180,148,0
1,200,1,0
0,440,4501,0
0,160,1,0
1,184,1,0
0,120,2,0
0,180,1,0
0,120,1,0
0,240,4,0
0,200,395,0
0,280,1,0
0,140,1,0
0,160,1,0
0,200,12,0
0,292,1,0
0,100,1,0
0,0,121,0
0,340,2804,0
1,100,376,1
1,0,110,1
1,393,1,1
1,360,1,1
1,408,1001,1
1,22,1,1
1,108,1098,1
0,0,1,1
1,0,679,1
1,320,1,1
1,0,1,1
1,80,1,1
1,0,1,1
1,253,858,1
1,0,4001,1
0,232,114,1
1,160,5861,1
1,840,60,1
1,60,541,1
1,280,2001,1
1,80,501,1
1,422,201,1
1,0,561,1
1,0,1,1
1,330,1201,1
1,154,1,1
1,0,1,1
1,160,301,1
1,120,568,1
1,0,1584,1
1,260,201,1
1,0,1,1
1,510,601,1
1,56,743,1
1,0,1001,1
1,0,222,1
1,204,1,1
1,0,100,1
0,184,1,1
1,340,1,1
1,60,397,1
1,330,1,1
1,40,29,1
1,88,592,1
1,120,1,1
1,92,1,1
1,160,5778,1
1,100,151,1
1,100,4,1
1,100,1,1
1,312,1,1
1,0,791,1
1,110,1,1
1,50,1466,1
0,431,1,1
1,0,1201,1
1,280,1,1
1,0,2301,1
1,0,1,1
1,290,285,1
1,60,159,1
1,100,1,1
1,80,51,1
1,70,1,1
0,164,1,1
0,128,1,1
1,0,3001,1
1,0,1,1
1,500,10001,1
1,200,3001,1
1,240,4608,1
1,434,36,1
1,184,601,1
1,145,1,1
1,200,1209,1
1,360,1333,1
1,220,20,1
1,0,2284,1
1,399,1,1
1,399,828,1
1,140,7545,1
0,0,1,1
1,333,893,1
1,360,1,1
1,80,100,1
1,0,1001,1
1,70,1,1
1,0,1,1
1,120,2080,1
1,240,101,1
1,21,10562,1
1,0,11203,1
1,349,24,1
1,0,1250,1
1,120,301,1
1,120,1,1
1,320,1,1
1,380,1,1
1,380,501,1
1,160,235,1
1,0,457,1
1,140,2385,1
1,120,2207,1
1,0,13213,1
1,129,3258,1
1,0,3001,1
1,100,1,1
1,0,5001,1
1,120,246,1
1,480,1,1
1,40,1,1
1,0,1,1
1,100,1,1
1,350,1,1
1,49,1,1
1,60,2185,1
1,0,1,1
1,120,1001,1
1,400,5801,1
1,43,561,1
1,0,135,1
1,320,1,1
1,240,1,1
0,100,1,1
1,0,1,1
1,0,1,1
1,300,1431,1
1,0,583,1
1,121,1,1
1,30,301,1
1,80,1,1
1,80,2955,1
1,0,3066,1
1,0,1,1
1,100,1,1
1,156,1,1
1,0,1,1
1,50,1188,1
1,160,2,1
1,24,2029,1
1,0,8852,1
1,250,731,1
1,160,151,1
1,96,1,1
1,80,301,1
0,711,1,1
1,0,1,1
0,300,45,1
1,312,151,1
0,184,1,1
1,70,1,1
1,519,1705,1
1,80,1,1
1,0,368,1
1,96,5125,1
1,140,259,1
1,200,1392,1
1,180,18028,1
1,0,1,1
1,0,1,1
1,340,4072,1
1,0,1,1
1,200,328,1
0,290,7,1
1,395,21,1
1,0,5299,1
1,420,8,1
1,0,3066,1
1,311,301,1
1,181,1,1
1,300,552,1
1,0,2201,1
1,117,1211,1
1,184,26727,1
1,0,301,1
1,120,15,1
1,0,322,1
1,260,15109,1
1,470,1,1
1,80,1,1
1,0,6591,1
1,520,50001,1
1,0,1,1
1,202,1,1
0,216,1,1
1,0,16,1
1,230,1,1
1,220,949,1
1,0,15001,1
1,100,7,1
1,80,1350,1
0,0,2691,1
0,184,1,1
1,0,5001,1
1,290,2280,1
1,260,1066,1
1,380,2733,1
1,100,961,1
1,396,4160,1
1,0,1,1
1,515,501,1
1,100,810,1
1,52,1443,1
1,455,1237,1
1,211,1,1
1,396,1,1
1,583,714,1
1,32,541,1
1,0,7060,1
1,274,611,1
1,186,4701,1
1,0,1,1
1,260,501,1
1,440,7,1
1,80,279,1
1,60,401,1
1,0,1001,1
1,0,1,1
1,381,169,1
1,164,31286,1
1,93,1,1
1,303,3291,1
1,181,1,1
1,120,12,1
1,280,1,1
1,102,640,1
1,300,163,1
1,144,8,1
1,0,1603,1
1,440,11178,1
1,280,825,1
1,120,1,1
1,200,1,1
1,0,16,1
1,370,561,1
1,80,9801,1
1,0,1,1
1,20,1,1
1,0,248,1
1,383,1345,1
1,239,201,1
1,195,1,1
1,80,401,1
1,280,1,1
0,184,1,1
1,0,6701,1
1,0,1,1
1,0,5001,1
1,0,1,1
1,220,2504,1
1,0,1,1
1,260,1,1
1,180,315,1
0,560,1,1
1,352,691,1
1,181,1656,1
1,88,2001,1
