@relation australian

@attribute A8 {0,1}
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
0,280,1,0
0,176,538,0
0,352,113,0
1,0,1261,1
0,120,68,0
0,140,101,0
0,340,1,0
0,216,1,0
0,100,1,0
0,0,11,0
1,0,1,1
1,487,501,1
0,160,1,0
1,0,3001,1
0,184,1,0
0,350,770,0
1,0,3377,1
1,375,51101,1
0,0,1,0
1,680,1,0
0,100,1,0
1,168,1,1
0,160,9,0
1,360,2,0
1,0,501,1
1,520,2001,1
1,150,1271,1
1,29,838,1
1,225,1,1
1,370,1,1
0,100,1,0
1,300,1,1
0,240,769,1
1,160,2073,1
1,420,1,0
0,160,588,0
1,73,445,1
1,520,197,1
1,160,1,1
0,220,6,0
1,200,1,0
1,200,301,1
1,99,501,1
0,160,3,0
0,60,1,0
0,120,810,0
1,400,1,0
1,100,1,1
1,400,1,1
0,174,4,0
1,0,1401,1
0,160,2,0
1,400,459,1
0,120,2,0
0,300,1,1
0,450,100001,1
1,410,2511,1
1,329,1,0
1,120,1,1
0,80,6,0
0,180,51,0
0,80,1,0
0,80,1,0
0,140,1111,0
1,0,285,1
0,144,1,0
1,80,1,0
1,491,1,1
1,80,1,0
