@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
57, 100, 22, 72, 0, 31, 25, 0, 75, 13, 100, 50, 75, 87, 26, 85, 0
32, 59, 53, 100, 100, 95, 79, 46, 48, 0, 93, 19, 58, 55, 0, 63, 8
17, 100, 0, 74, 6, 36, 77, 37, 100, 63, 73, 95, 71, 47, 75, 0, 4
97, 100, 41, 90, 4, 58, 0, 22, 52, 0, 100, 22, 49, 38, 8, 13, 6
30, 81, 87, 100, 100, 98, 37, 86, 46, 54, 99, 32, 59, 2, 0, 0, 5
12, 61, 0, 20, 44, 0, 92, 23, 100, 64, 70, 100, 15, 92, 0, 52, 0
41, 69, 76, 100, 73, 81, 57, 39, 46, 0, 0, 10, 50, 9, 100, 10, 1
20, 85, 62, 100, 71, 72, 45, 52, 98, 47, 100, 17, 53, 0, 0, 0, 3
4, 63, 12, 15, 52, 0, 92, 15, 100, 63, 72, 100, 28, 97, 0, 62, 0
45, 100, 10, 67, 7, 16, 56, 0, 100, 31, 91, 79, 38, 95, 0, 61, 0
16, 100, 0, 78, 5, 54, 41, 32, 93, 39, 100, 48, 91, 24, 89, 0, 4
67, 100, 30, 90, 0, 57, 41, 40, 100, 53, 98, 67, 66, 34, 40, 0, 4
28, 82, 0, 39, 30, 0, 80, 5, 100, 54, 70, 99, 22, 100, 7, 50, 0
65, 100, 24, 84, 0, 48, 9, 10, 61, 0, 100, 24, 58, 47, 2, 46, 6
0, 79, 51, 59, 100, 29, 51, 0, 22, 26, 51, 60, 73, 94, 9, 100, 8
0, 100, 73, 97, 95, 80, 100, 64, 95, 48, 82, 31, 64, 15, 23, 0, 1
88, 99, 45, 82, 78, 75, 90, 100, 100, 68, 93, 36, 59, 9, 0, 0, 9
29, 47, 59, 71, 100, 100, 90, 81, 74, 50, 66, 18, 0, 0, 99, 7, 1
89, 87, 38, 100, 17, 78, 80, 77, 100, 76, 92, 34, 61, 0, 0, 4, 9
0, 100, 50, 97, 100, 91, 74, 63, 55, 29, 42, 0, 20, 31, 68, 36, 7
9, 61, 25, 100, 59, 72, 42, 27, 0, 5, 5, 24, 53, 16, 100, 0, 2
0, 45, 0, 61, 48, 82, 100, 100, 97, 78, 72, 51, 45, 24, 33, 0, 1
100, 92, 64, 100, 37, 77, 20, 50, 11, 21, 22, 0, 35, 26, 0, 40, 6
31, 88, 5, 50, 4, 8, 57, 0, 100, 30, 100, 71, 56, 100, 0, 92, 0
65, 100, 25, 93, 0, 56, 11, 16, 60, 0, 100, 20, 50, 28, 9, 1, 6
41, 79, 47, 100, 84, 94, 71, 52, 42, 16, 0, 3, 49, 7, 100, 0, 2
100, 100, 62, 83, 36, 57, 23, 26, 42, 0, 81, 10, 43, 23, 0, 18, 6
100, 97, 56, 100, 22, 83, 18, 50, 53, 47, 68, 22, 37, 0, 0, 6, 5
