@relation magic
@attribute FLength real [4.2835,  334.177]
@attribute FWidth real [0.0,  256.382]
@attribute FSize real [1.9413,  5.3233]
@attribute FConc real [0.0131,  0.893]
@attribute FConc1 real [3.0E-4,  0.6752]
@attribute FAsym real [-457.9161,  575.2407]
@attribute FM3Long real [-331.78,  238.321]
@attribute FM3Trans real [-205.8947,  179.851]
@attribute FAlpha real [0.0,  90.0]
@attribute FDist real [1.2826,  495.561]
@attribute Class {g, h}
@data
28.7967, 16.0021, 2.6449, 0.3918, 0.1982, 27.7004, 22.011, -8.2027, 40.092, 81.8828, g
44.7394, 15.6364, 2.638, 0.3107, 0.1715, 14.043, 37.2246, 12.4183, 3.251, 221.806, g
27.2304, 19.2817, 2.6375, 0.371, 0.2039, 23.0406, 23.3428, 9.7216, 77.5379, 104.283, g
84.61, 36.4657, 3.6809, 0.1393, 0.0714, 54.4505, 86.0228, 16.1472, 17.575, 258.597, g
24.999, 14.6867, 2.5434, 0.432, 0.2332, 5.8044, 19.2386, -10.3623, 9.862, 174.003, g
20.8112, 7.1717, 2.1255, 0.7041, 0.3558, -1.5465, 8.9641, -6.0245, 85.103, 235.951, g
24.999, 17.775, 2.5993, 0.4327, 0.2453, -16.3719, -25.5307, 14.8483, 81.8671, 120.263, g
18.4475, 11.7563, 2.4074, 0.5714, 0.4051, -0.0948, -6.5384, 11.397, 69.2291, 219.394, g
101.703, 39.5491, 3.9457, 0.1462, 0.077, -157.872, 70.4115, 22.1504, 4.0677, 327.251, g
41.3848, 32.4617, 2.7938, 0.3521, 0.1889, -20.4985, 28.2927, 28.1989, 9.628, 308.373, g
20.5839, 12.8876, 2.4191, 0.4724, 0.2648, 12.5054, 12.7741, -8.1001, 26.586, 199.96, g
91.6174, 39.9496, 4.0942, 0.0806, 0.0406, -105.167, 83.687, 32.7482, 3.0094, 256.828, g
20.7154, 7.1982, 2.2443, 0.7066, 0.3618, 1.5153, -8.8118, 5.9528, 88.4999, 189.577, g
20.4525, 7.2419, 2.1775, 0.7243, 0.3754, 2.1721, -9.6562, -5.7228, 9.1256, 159.126, g
17.8912, 15.0832, 2.3075, 0.6404, 0.3818, 1.5604, 11.248, 15.5561, 44.74, 225.809, g
84.2741, 33.3225, 3.8949, 0.1233, 0.0635, 43.638, 73.8035, 16.3734, 3.7714, 260.378, g
33.7616, 14.4511, 2.7941, 0.3759, 0.2096, 39.2425, 30.9736, -6.915, 32.377, 140.921, g
74.3456, 37.459, 3.2412, 0.1521, 0.0801, 59.8813, 83.1157, -21.7603, 31.553, 211.97, g
78.2002, 23.1372, 3.2357, 0.2005, 0.1212, 57.955, 86.1356, 16.129, 12.616, 217.965, g
19.7592, 12.1812, 2.3664, 0.5419, 0.2989, 3.6595, -11.2892, -10.7783, 18.354, 182.91, g
44.9999, 25.6517, 3.03, 0.2231, 0.1405, -19.3494, -12.726, -18.4786, 46.1539, 15.3696, g
68.9648, 25.5221, 3.1307, 0.2102, 0.1121, -76.6982, 52.6603, 21.812, 0.402, 253.006, g
49.6601, 22.0999, 3.1746, 0.3017, 0.1843, 17.9069, -25.4435, 8.9821, 5.4509, 197.243, g
19.4731, 12.2939, 2.4556, 0.5219, 0.3205, -1.0, 9.8855, -10.4173, 53.7383, 202.139, g
24.5581, 15.468, 2.6628, 0.3957, 0.1989, 10.2036, 12.6949, 8.5211, 26.996, 165.258, g
23.6426, 0.0, 2.3149, 0.7312, 0.3705, 2.7603, -12.9376, 0.0, 0.0, 122.76, g
88.6611, 23.5917, 3.3842, 0.1866, 0.0981, 41.6122, 91.629, 11.0464, 0.71, 279.442, g
43.9615, 20.2437, 3.1313, 0.2092, 0.109, -27.2263, -20.6041, 14.3218, 6.846, 189.616, g
109.37, 7.2912, 2.4116, 0.6705, 0.3973, -50.3473, -90.9952, 5.8806, 0.589, 371.095, g
18.7703, 10.0147, 2.4031, 0.6166, 0.3577, 21.682, 11.9557, -4.6444, 50.86, 194.863, g
19.7692, 15.8392, 2.6821, 0.5489, 0.3274, -19.1665, -15.8836, 11.4315, 83.8778, 50.7506, g
79.7124, 35.2208, 3.3244, 0.2914, 0.1708, 10.1771, -28.5291, -18.2423, 2.129, 340.809, g
27.1848, 14.0718, 2.4893, 0.4052, 0.2188, -17.8425, 14.9077, 7.5929, 47.377, 183.708, g
66.8289, 20.5976, 2.8979, 0.3896, 0.1967, -96.7076, -28.5553, -22.971, 5.1606, 325.446, g
35.8341, 21.9779, 2.7864, 0.2649, 0.148, 21.3774, -18.5377, 17.1248, 6.11, 151.76, g
40.0436, 29.8364, 3.3093, 0.1673, 0.0881, 43.8255, 22.922, -18.7429, 1.6058, 147.6, g
81.8495, 36.8892, 2.772, 0.2604, 0.1513, -98.2812, 25.5609, 24.6676, 16.194, 237.432, g
23.4123, 14.7674, 2.4997, 0.4684, 0.2927, 8.6813, 14.9779, -13.7075, 39.4624, 212.326, g
37.7253, 16.6038, 2.7716, 0.2758, 0.1497, 19.6874, 33.9511, 7.8238, 15.834, 256.048, g
94.8276, 37.9939, 4.0896, 0.0905, 0.0506, 10.1907, 86.3984, 22.9415, 1.024, 192.106, g
38.0902, 23.3226, 3.2331, 0.2619, 0.1535, 30.0035, 27.8475, -13.6954, 25.6015, 78.4666, g
72.6419, 23.1654, 3.0101, 0.2794, 0.1832, -32.2986, 41.3698, -20.6375, 2.1522, 329.579, g
28.7248, 16.5417, 2.6107, 0.3358, 0.1875, 38.7981, 15.164, 10.4323, 3.5355, 226.558, g
29.4682, 24.3438, 2.9368, 0.2718, 0.144, 26.8358, -14.4813, 19.037, 19.977, 118.517, g
95.6947, 21.7506, 3.5485, 0.1259, 0.0632, 41.2638, 83.1004, -8.6471, 0.2763, 237.781, g
33.1706, 15.5717, 2.667, 0.3918, 0.253, 31.8744, 20.7756, 7.7843, 7.608, 170.48, g
24.4446, 14.3012, 2.5539, 0.4385, 0.2304, 1.024, 21.6145, 4.5104, 20.8407, 171.033, g
18.9434, 10.2434, 2.3483, 0.5336, 0.2892, -24.816, -7.7716, -1.8324, 12.938, 134.474, g
48.8261, 15.6801, 2.8132, 0.3105, 0.2068, 35.9477, 40.7527, -5.4943, 8.2676, 142.795, g
23.4563, 11.3381, 2.5051, 0.5188, 0.2766, 7.9259, 6.9172, 5.2721, 21.817, 141.462, g
31.3318, 19.8114, 2.6794, 0.3222, 0.2061, 18.3913, 22.1769, 18.9498, 18.65, 77.5384, g
18.6774, 17.6112, 2.3551, 0.5077, 0.3068, 22.6674, -4.1781, -6.7637, 8.3828, 179.516, g
48.5152, 22.2848, 3.3116, 0.1922, 0.11, 33.4214, 18.4291, 13.8125, 0.6261, 213.416, g
32.392, 14.8974, 2.8663, 0.3905, 0.2211, 34.5464, 15.8798, 6.632, 7.136, 217.28, g
26.503, 11.6146, 2.4914, 0.4419, 0.2694, -33.6594, -14.4753, 7.1181, 30.148, 99.3175, g
21.0167, 8.4981, 2.3541, 0.677, 0.4137, 22.0759, 13.7412, -0.9055, 9.3744, 180.579, g
51.6785, 25.5782, 3.0092, 0.184, 0.1023, 26.7409, 37.5168, 12.1553, 1.8934, 236.85, g
57.1182, 25.9623, 3.2369, 0.1941, 0.0982, 43.8639, 59.8664, -15.5018, 19.89, 237.713, g
82.1714, 40.3261, 3.6494, 0.1424, 0.0725, 62.5564, 63.3321, 50.38, 1.7505, 279.018, g
25.0822, 10.9047, 2.5775, 0.5212, 0.2712, 21.727, -17.8951, -7.3121, 6.219, 180.699, g
35.5418, 19.0787, 2.94, 0.279, 0.1682, 16.6808, 13.377, -8.7971, 27.4184, 155.091, g
23.6729, 0.0, 2.2, 0.7634, 0.4196, 0.0, 0.0, 16.4525, 47.7751, 154.638, g
34.2078, 12.1986, 2.5521, 0.3843, 0.2006, -50.8447, 18.6473, -6.9135, 6.6964, 132.384, g
37.1898, 16.2488, 2.9759, 0.3224, 0.1739, -13.3445, -6.6957, -7.5508, 7.0604, 170.414, g
40.9872, 16.3956, 2.7147, 0.3259, 0.1649, -24.6696, -26.6872, -11.6003, 0.0821, 231.651, g
12.9987, 10.7215, 2.1351, 0.7546, 0.4872, 13.3091, -4.4109, -7.2198, 32.861, 251.47, g
16.9818, 14.9461, 2.3075, 0.6601, 0.4261, -1.5617, -13.1519, 14.2434, 51.0269, 226.682, g
12.4392, 12.0404, 2.2, 0.6877, 0.3438, 15.0011, -0.7681, 11.2238, 18.3994, 221.305, g
27.1388, 21.2758, 2.8156, 0.3379, 0.1766, -10.7681, 23.5939, 21.1059, 30.825, 117.54, g
100.038, 57.3927, 4.2401, 0.089, 0.0481, -65.9405, 67.0984, -16.0677, 2.931, 333.991, g
64.5397, 30.7499, 3.0086, 0.2912, 0.177, -31.8996, -11.4761, -21.9605, 13.377, 309.814, g
28.2176, 14.1847, 2.499, 0.3455, 0.1854, 43.0525, -15.4933, -5.9025, 89.9535, 123.945, g
36.9048, 16.4389, 2.7945, 0.3323, 0.179, 17.372, 34.0336, -9.2374, 1.8977, 148.198, g
92.3723, 47.0706, 3.0527, 0.1949, 0.0996, 41.6349, 84.604, -24.542, 17.086, 271.141, g
23.8022, 16.2389, 2.3945, 0.3669, 0.1875, -12.8011, -10.7453, -13.8429, 15.4009, 207.913, g
41.0476, 23.8253, 3.0092, 0.2066, 0.1121, 4.0119, 23.1823, -9.0349, 6.121, 123.831, g
21.0689, 13.6215, 2.6042, 0.5149, 0.2724, 22.6513, 12.6911, 8.8932, 5.3844, 180.055, g
102.285, 28.5416, 3.1921, 0.2865, 0.1494, -26.0331, -85.6091, -12.8237, 2.661, 373.445, g
32.853, 19.9412, 2.9865, 0.3249, 0.1645, -8.4624, 18.1999, 10.0273, 8.724, 174.955, g
40.3463, 19.8422, 2.9474, 0.2178, 0.11, 48.6623, 19.6038, -16.7628, 14.5122, 102.807, g
77.3543, 41.9258, 4.0443, 0.1066, 0.054, 67.4301, 71.4133, 18.9853, 3.7039, 198.406, g
51.264, 22.1306, 3.2543, 0.2283, 0.115, 0.0501, 44.5544, 12.1678, 10.649, 198.327, g
70.1638, 27.6647, 3.5497, 0.1512, 0.076, 31.4363, 58.6011, -17.7328, 8.3983, 238.259, g
27.7483, 18.2389, 2.5781, 0.3593, 0.1863, -48.0644, 23.808, 7.6051, 9.141, 186.334, g
18.0652, 16.1578, 2.357, 0.5055, 0.3099, 5.8033, -16.5923, -5.0432, 67.7358, 139.591, g
31.79, 18.2532, 2.6937, 0.3846, 0.2217, 16.8287, 16.197, -8.06, 13.812, 206.123, g
37.374, 24.8696, 3.044, 0.2259, 0.1152, -16.9259, 19.056, 17.4828, 25.394, 117.962, g
18.6774, 13.7599, 2.586, 0.5551, 0.3722, 5.0871, -15.5042, 7.1545, 15.0753, 142.12, g
33.7945, 22.1564, 2.8873, 0.2476, 0.1316, 15.0711, -9.0742, 18.1371, 9.383, 212.222, g
26.277, 16.3552, 2.6474, 0.3694, 0.2264, -15.0628, -11.4381, -11.3257, 19.6343, 154.066, g
32.4832, 20.0252, 2.4836, 0.3711, 0.1921, 17.5165, -12.1209, -12.5134, 24.26, 132.917, g
81.5827, 22.0786, 3.1838, 0.2502, 0.1287, 24.4813, 51.1844, 14.7843, 0.5805, 354.892, g
22.3851, 12.6677, 2.2695, 0.5914, 0.3038, -17.4015, -7.0134, -9.3782, 12.169, 139.725, g
41.6441, 22.594, 3.0107, 0.2888, 0.1576, 19.9646, 44.4637, 18.484, 16.037, 125.595, g
40.0334, 16.7695, 2.6201, 0.2518, 0.1331, 36.5979, 29.1197, 8.9579, 4.1, 140.794, g
30.8343, 16.9119, 2.6299, 0.3048, 0.163, -30.9267, -21.5879, 11.5711, 56.523, 53.5987, g
21.462, 17.3662, 2.3274, 0.4753, 0.2376, -8.5272, 17.053, 10.3696, 1.493, 149.654, g
58.3389, 24.843, 3.4371, 0.1316, 0.066, 29.0464, 34.8075, 13.7119, 8.174, 167.285, g
20.6484, 6.9116, 2.1319, 0.7675, 0.4391, 20.9065, 14.322, 5.8024, 7.414, 100.548, g
18.4901, 14.4091, 2.5017, 0.5795, 0.3543, 17.8822, 18.6212, 2.3384, 5.515, 184.565, g
29.2688, 14.2779, 2.5723, 0.4016, 0.2021, -21.2132, -23.9344, -8.2073, 47.559, 102.779, g
38.5396, 30.0414, 3.0202, 0.2463, 0.1246, 16.3738, 32.457, -25.8871, 0.0345, 67.9435, g
123.623, 32.9219, 3.3583, 0.195, 0.1163, -40.5766, 83.8441, 19.0983, 4.358, 297.014, g
43.3752, 20.5633, 2.6762, 0.2592, 0.1338, 65.1906, 21.4853, -15.6132, 17.999, 169.105, g
24.8854, 17.6444, 2.5359, 0.3493, 0.1761, 38.0786, 11.9344, 15.5201, 15.148, 192.916, g
55.6462, 19.9946, 2.9423, 0.2616, 0.1468, -68.1742, 44.1481, -17.81, 15.151, 274.292, g
88.992, 32.736, 3.683, 0.1357, 0.0733, -52.9163, 85.5811, -11.7295, 5.627, 309.746, g
40.1071, 27.6602, 2.8479, 0.2172, 0.11, 0.0957, -7.964, 14.3384, 11.7922, 129.98, g
12.8789, 11.4348, 2.1658, 0.7372, 0.372, 15.0295, -3.4, 11.7179, 9.2006, 182.865, g
37.8069, 23.842, 3.3945, 0.2048, 0.1026, 17.2787, 14.5118, 7.4598, 10.6904, 195.724, g
56.1911, 24.7904, 3.4318, 0.1883, 0.0994, 11.1935, 32.6988, 11.4617, 1.621, 218.27, g
20.47, 19.9695, 2.3086, 0.457, 0.2482, 15.4241, 19.5763, 15.8197, 63.4398, 211.318, g
56.2863, 21.7638, 2.9266, 0.1918, 0.0965, -39.1194, -47.2918, 9.3901, 20.5187, 159.024, g
42.6005, 22.6843, 3.031, 0.2253, 0.1206, -4.1977, -13.1639, 9.4312, 14.976, 220.277, g
27.8752, 9.6675, 2.3589, 0.547, 0.361, 5.8722, 21.343, 4.5282, 44.0434, 110.704, g
28.1148, 17.3168, 2.6439, 0.3246, 0.1873, -2.1751, 8.3358, 10.8962, 10.742, 156.387, g
21.9255, 12.665, 2.3664, 0.5204, 0.2774, 17.6315, 12.2922, -5.17, 4.941, 226.152, g
23.4322, 17.6963, 2.4479, 0.3886, 0.2264, -19.0772, -14.9235, -11.9279, 79.712, 160.751, g
88.0016, 41.5354, 3.5597, 0.1177, 0.0602, 83.6852, 85.6667, -26.5495, 26.8401, 179.895, g
18.621, 10.2621, 2.2529, 0.5754, 0.3101, -0.4827, 5.3309, -5.7644, 26.1461, 173.48, g
49.7636, 28.4542, 3.6142, 0.1814, 0.0996, 41.3357, 38.4275, 16.1, 3.2719, 120.551, g
49.8051, 14.0499, 2.6542, 0.2971, 0.1585, -8.5617, 28.9502, -13.5961, 5.4954, 172.589, g
65.4261, 21.4481, 2.6924, 0.2782, 0.1472, -82.6774, 50.6903, -10.2465, 8.129, 254.745, g
65.6466, 23.2731, 3.1002, 0.3208, 0.2076, -10.5103, 38.4705, 14.2071, 4.6995, 318.289, g
85.9632, 28.6412, 3.4029, 0.2939, 0.1525, -55.1716, 37.3699, -17.0694, 5.703, 331.638, g
29.7499, 18.698, 2.7304, 0.2995, 0.1628, 23.4646, 16.5765, -12.374, 0.56, 205.114, g
25.519, 22.8539, 2.8241, 0.3568, 0.1837, 16.7719, 8.5341, -18.1694, 30.5133, 64.2651, g
29.0348, 20.0742, 2.7763, 0.3397, 0.2167, -0.2629, 13.5974, -14.8034, 54.004, 111.163, g
23.9073, 12.3949, 2.2923, 0.6071, 0.375, -25.7692, -13.9242, -4.2336, 3.145, 111.872, g
76.6239, 34.0896, 3.5389, 0.1585, 0.0794, -78.6243, 65.1166, 12.7348, 4.172, 252.444, g
79.7263, 29.3006, 3.6658, 0.1524, 0.0776, 75.5107, 81.7969, 18.1684, 2.4487, 183.294, g
70.6323, 18.6983, 3.2834, 0.2244, 0.1278, 7.1681, 70.1269, -14.2663, 6.3952, 241.693, g
77.5425, 21.7152, 3.3981, 0.2803, 0.1597, -46.965, 71.7929, 11.6612, 0.075, 283.187, g
77.6918, 36.8864, 3.5261, 0.1954, 0.1205, -43.3672, 65.5969, 36.4114, 3.9967, 297.998, g
21.5488, 6.8176, 2.0774, 0.7113, 0.4142, 22.8609, 12.9205, 6.4543, 23.9321, 108.52, g
29.9045, 15.1933, 2.7202, 0.4724, 0.2848, 18.9963, 28.622, 7.155, 2.9967, 173.984, g
34.2512, 6.7906, 2.3589, 0.5821, 0.3654, 21.3696, 21.6899, 5.6587, 43.554, 134.486, g
13.2138, 10.4372, 2.1629, 0.7904, 0.4777, -13.3897, -5.6901, 11.0011, 58.386, 187.154, g
94.1916, 34.263, 3.0932, 0.1614, 0.0875, 74.7954, 70.4419, -26.1439, 9.5567, 284.916, g
12.9497, 9.9431, 2.2028, 0.7962, 0.5549, 11.5501, 8.112, -8.174, 54.7684, 188.21, g
28.8686, 11.5357, 2.4322, 0.4732, 0.2495, -37.302, -10.1044, 8.7948, 26.025, 165.532, g
22.3636, 10.3991, 2.1399, 0.5362, 0.2717, -3.5835, 16.6461, -8.5049, 5.6931, 163.934, g
56.9476, 18.6554, 2.8791, 0.3461, 0.1856, 59.1264, 45.6703, 12.8284, 1.819, 240.921, g
18.4882, 17.4723, 2.3191, 0.4556, 0.247, -11.2724, -17.9824, -11.0063, 53.4984, 113.38, g
44.7735, 24.8108, 2.9948, 0.2298, 0.1169, 4.5047, 39.2384, 19.1623, 5.092, 192.522, g
82.258, 24.8821, 3.321, 0.159, 0.0833, 38.6357, 89.8179, -15.4092, 10.429, 270.598, g
35.9532, 27.0765, 2.9373, 0.2819, 0.1519, 31.1459, 30.8355, 29.4537, 31.2271, 183.571, g
43.6702, 20.8285, 2.9167, 0.2617, 0.1423, 20.9315, 43.5221, 11.4343, 6.903, 231.242, g
38.3982, 20.7548, 3.0434, 0.2633, 0.1633, 40.9529, 20.903, -9.374, 6.941, 223.71, g
40.0572, 16.2294, 2.4893, 0.3468, 0.1799, -10.8714, 26.2948, 9.4323, 17.8954, 205.21, g
23.5813, 0.0, 2.1477, 0.7687, 0.4235, 24.2345, 16.6562, -1.0E-4, 12.5074, 239.929, g
79.5318, 19.7938, 2.7675, 0.2886, 0.1529, 56.1853, 61.0039, 17.8268, 3.2801, 272.398, g
28.7643, 7.6722, 2.2175, 0.5515, 0.3061, 10.3282, -7.2343, 3.0541, 6.445, 206.629, g
50.1521, 13.7293, 2.382, 0.361, 0.1888, -66.4702, -24.763, 8.4541, 2.6206, 219.911, g
12.8721, 11.3311, 2.1156, 0.728, 0.4253, -14.853, 8.1961, 8.6555, 43.7132, 77.6975, g
16.1144, 10.7622, 2.3096, 0.6961, 0.4534, -3.2083, 1.745, 8.9517, 79.763, 196.851, g
29.2419, 11.1869, 2.3909, 0.4593, 0.2622, 21.2664, -17.9436, -10.6449, 3.426, 170.813, g
37.6527, 16.8221, 2.7771, 0.2723, 0.1429, -19.1202, 20.2691, -6.791, 74.6315, 144.118, g
83.8164, 25.9336, 3.143, 0.2158, 0.1241, -66.8379, -56.8565, -18.7808, 2.173, 292.918, g
31.4905, 16.8762, 2.7738, 0.3249, 0.1793, 2.3236, 16.4636, -7.2886, 16.575, 167.5, g
90.1049, 22.951, 3.1608, 0.2272, 0.1136, 69.0797, 92.7354, 23.146, 14.047, 277.043, g
26.1326, 18.5898, 2.5211, 0.3524, 0.1883, 20.9308, -17.7381, -6.7491, 32.28, 167.964, g
29.4876, 16.237, 2.7927, 0.3336, 0.1829, 35.0454, 10.6867, 8.2457, 1.379, 142.494, g
21.5656, 10.3079, 2.2201, 0.5723, 0.3102, 3.4724, -16.0468, 7.0316, 63.735, 86.392, g
20.9469, 6.4102, 2.1319, 0.7823, 0.5203, -18.3706, -17.1936, -6.1023, 65.694, 124.276, g
102.934, 36.3217, 4.0231, 0.1131, 0.0584, 51.4017, 83.3996, -23.4473, 0.5982, 321.169, g
28.9911, 11.7773, 2.6488, 0.4467, 0.2593, 19.4993, -12.3821, 11.4288, 6.3297, 246.6, g
91.2684, 13.4125, 2.9509, 0.2598, 0.1383, -16.4729, 74.1245, -10.498, 6.4844, 249.345, g
77.8656, 32.3037, 3.5645, 0.2129, 0.1168, 48.0801, 79.9021, 11.5384, 1.775, 314.071, g
29.1293, 14.9228, 2.5855, 0.4727, 0.2481, -16.3392, 13.1921, -12.8523, 24.9145, 176.901, g
34.8054, 28.6052, 2.6594, 0.3242, 0.207, 27.3065, 21.024, -30.5988, 0.9214, 253.581, g
101.59, 31.0974, 3.4678, 0.1502, 0.0839, 32.0957, 77.2265, 15.3875, 1.192, 306.838, g
21.5836, 11.0068, 2.243, 0.56, 0.3, -21.6466, -19.3165, -10.2306, 8.279, 195.988, g
33.7391, 24.2694, 3.1558, 0.2627, 0.1519, 17.2517, -11.2511, 15.7315, 9.976, 215.296, g
34.3084, 9.2682, 2.4969, 0.4299, 0.2182, -35.7422, 25.3377, 7.4421, 3.927, 122.989, g
36.7526, 10.7672, 2.433, 0.4465, 0.2269, -51.6149, 11.8839, 8.2875, 6.816, 145.572, g
35.5151, 17.6425, 2.6258, 0.3645, 0.1905, -5.8108, -32.7277, 6.846, 77.961, 128.676, g
23.9049, 11.3034, 2.4935, 0.5457, 0.2745, -6.1584, -20.4676, 3.8512, 19.4896, 268.549, g
86.3454, 31.682, 3.4011, 0.2621, 0.1448, 8.8598, 58.8187, -29.8343, 7.0441, 372.642, g
27.8169, 16.0478, 2.4166, 0.4483, 0.2816, -32.7648, -18.999, -11.9524, 52.521, 144.054, g
117.58, 62.1755, 4.3152, 0.0604, 0.0308, 69.9486, 116.825, -52.7223, 9.964, 169.88, g
12.6909, 11.6998, 2.0233, 0.7109, 0.3839, -15.67, 8.7551, 10.1004, 56.8101, 155.297, g
62.9894, 22.0828, 3.1191, 0.2258, 0.1167, -85.7793, 48.0384, 19.2514, 7.652, 245.997, g
34.6882, 22.6579, 3.049, 0.2305, 0.1184, 23.576, 28.0075, -8.4395, 2.0522, 160.775, g
18.3692, 12.481, 2.5231, 0.5367, 0.3343, 2.1877, -6.9057, 9.7286, 28.516, 165.277, g
21.699, 17.4339, 2.4878, 0.3772, 0.1967, -8.8234, -10.6938, 14.0514, 39.035, 185.413, g
47.8916, 13.88, 2.7482, 0.3536, 0.2045, -29.3292, -31.0968, 11.835, 4.6031, 179.801, g
18.633, 15.8767, 2.5786, 0.4908, 0.3074, -0.8692, 10.4424, 9.1146, 32.005, 139.225, g
27.065, 14.0799, 2.5905, 0.5237, 0.2734, -0.1139, 23.5302, 11.3003, 0.141, 106.868, g
103.549, 47.3822, 4.1949, 0.0916, 0.0464, -140.068, 76.9757, -27.4501, 1.0667, 340.679, g
22.3151, 0.0, 2.1319, 0.7306, 0.4465, 0.4428, -6.4074, 0.0, 48.9671, 137.768, g
70.0753, 19.3644, 3.1517, 0.2327, 0.1216, 35.245, 59.7135, -8.1105, 4.1472, 244.546, g
12.5215, 11.939, 2.0394, 0.6941, 0.3607, 16.0523, -8.9284, 10.3295, 59.206, 170.806, g
51.6081, 19.4357, 2.5465, 0.375, 0.2031, -74.2542, 37.6783, 14.5263, 0.391, 286.53, g
