@relation segment
@attribute Region-centroid-col real [1.0,  254.0]
@attribute Region-centroid-row real [11.0,  251.0]
@attribute Region-pixel-count real [9.0,  10.0]
@attribute Short-line-density-5 real [0.0,  0.33333334]
@attribute Short-line-density-2 real [0.0,  0.22222222]
@attribute Vedge-mean real [0.0,  29.222221]
@attribute Vegde-sd real [0.0,  991.7184]
@attribute Hedge-mean real [0.0,  44.722225]
@attribute Hedge-sd real [-1.5894573E-8,  1386.3292]
@attribute Intensity-mean real [0.0,  143.44444]
@attribute Rawred-mean real [0.0,  137.11111]
@attribute Rawblue-mean real [0.0,  150.88889]
@attribute Rawgreen-mean real [0.0,  142.55556]
@attribute Exred-mean real [-49.666668,  9.888889]
@attribute Exblue-mean real [-12.444445,  82.0]
@attribute Exgreen-mean real [-33.88889,  24.666666]
@attribute Value-mean real [0.0,  150.88889]
@attribute Saturatoin-mean real [0.0,  1.0]
@attribute Hue-mean real [-3.0441751,  2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@data
32.0, 173.0, 9.0, 0.0, 0.0, 1.7222217, 1.7815932, 9.0, 6.749488, 43.592594, 39.555557, 52.88889, 38.333336, -12.111111, 27.88889, -15.777778, 52.88889, 0.26691392, -1.9988575, 6
6.0, 51.0, 9.0, 0.0, 0.0, 1.6666666, 1.9999989, 1.611111, 2.1074073, 19.592592, 18.777779, 25.666666, 14.333333, -2.4444444, 18.222221, -15.777778, 25.666666, 0.44286063, -1.6812904, 1
218.0, 115.0, 9.0, 0.0, 0.0, 0.944444, 0.5340271, 0.38888898, 0.38968194, 22.962963, 19.444445, 29.444445, 20.0, -10.555555, 19.444445, -8.888889, 29.444445, 0.33914888, -2.1486697, 5
17.0, 64.0, 9.0, 0.0, 0.0, 1.4444443, 1.3629619, 1.6666664, 1.4222221, 18.88889, 17.555555, 25.11111, 14.0, -4.0, 18.666666, -14.666667, 25.11111, 0.44109204, -1.7555053, 1
99.0, 130.0, 9.0, 0.0, 0.0, 0.5555555, 0.45542014, 0.5555555, 0.5443311, 1.3703704, 0.11111111, 3.3333333, 0.6666667, -3.7777777, 5.888889, -2.1111112, 3.3333333, 0.9777778, -2.2390292, 3
21.0, 64.0, 9.0, 0.0, 0.0, 16.277779, 12.948471, 20.222223, 17.629103, 31.0, 24.666666, 38.0, 30.333334, -19.0, 21.0, -2.0, 38.0, 0.40074632, -2.593825, 3
108.0, 123.0, 9.0, 0.0, 0.0, 0.6111112, 0.24074072, 0.66666675, 0.26666668, 6.740741, 8.222222, 8.0, 4.0, 4.4444447, 3.7777777, -8.222222, 8.444445, 0.5244709, -0.9857293, 1
4.0, 96.0, 9.0, 0.0, 0.0, 2.222222, 2.9629638, 1.5555555, 2.2518516, 3.5555556, 0.8888889, 7.7777777, 2.0, -8.0, 12.666667, -4.6666665, 7.7777777, 0.91006523, -2.2444818, 3
129.0, 184.0, 9.0, 0.11111111, 0.0, 2.222222, 0.91084087, 3.6111114, 1.8186271, 45.22222, 41.77778, 54.444443, 39.444443, -10.333333, 27.666666, -17.333334, 54.444443, 0.2758183, -1.9301959, 6
199.0, 120.0, 9.0, 0.0, 0.0, 3.4999998, 4.077776, 8.333333, 53.95558, 39.333332, 35.444447, 47.77778, 34.77778, -11.666667, 25.333334, -13.666667, 47.77778, 0.2727516, -2.0467525, 4
119.0, 153.0, 9.0, 0.0, 0.0, 5.0555553, 5.539421, 0.055555504, 0.13608263, 3.3703704, 3.0, 3.8888888, 3.2222223, -1.1111112, 1.5555556, -0.44444445, 3.8888888, 0.08501683, -2.2217164, 5
138.0, 144.0, 9.0, 0.0, 0.0, 0.8888889, 0.86066306, 0.2777778, 0.53402734, 0.6666667, 0.5555556, 1.0, 0.44444445, -0.33333334, 1.0, -0.6666667, 1.0, 0.37037036, -1.9042695, 5
49.0, 139.0, 9.0, 0.0, 0.0, 0.16666669, 0.07777779, 0.33333337, 0.0888889, 0.44444445, 0.0, 1.3333334, 0.0, -1.3333334, 2.6666667, -1.3333334, 1.3333334, 0.7777778, -2.0943952, 3
34.0, 83.0, 9.0, 0.0, 0.0, 1.4444447, 0.34074098, 2.444445, 0.42963055, 19.444445, 19.555555, 24.444445, 14.333333, 0.33333334, 15.0, -15.333333, 24.444445, 0.41007325, -1.5070066, 1
22.0, 57.0, 9.0, 0.0, 0.0, 0.88888806, 0.74074185, 0.6666654, 0.4888892, 126.111115, 115.77778, 140.44444, 122.111115, -31.0, 43.0, -12.0, 140.44444, 0.17560509, -2.3625138, 2
82.0, 109.0, 9.0, 0.11111111, 0.0, 0.722223, 0.24074084, 1.3333336, 0.8000008, 17.777779, 19.222221, 21.0, 13.111111, 4.3333335, 9.666667, -14.0, 21.0, 0.37602362, -1.2765617, 1
147.0, 51.0, 9.0, 0.11111111, 0.0, 1.1666654, 1.0999951, 1.4999975, 1.9444356, 126.333336, 117.0, 140.22223, 121.77778, -28.0, 41.666668, -13.666667, 140.22223, 0.1655495, -2.306687, 2
37.0, 78.0, 9.0, 0.0, 0.0, 1.0000006, 0.17777735, 2.5555565, 2.8740728, 43.814816, 41.11111, 51.88889, 38.444443, -8.111111, 24.222221, -16.11111, 51.88889, 0.25891644, -1.8860723, 4
93.0, 195.0, 9.0, 0.0, 0.0, 1.833334, 1.2064636, 4.0555553, 2.1230652, 61.592594, 54.666668, 76.66667, 53.444443, -20.777779, 45.22222, -24.444445, 76.66667, 0.30559286, -2.0371156, 6
167.0, 189.0, 9.0, 0.0, 0.0, 3.7777774, 2.2377224, 3.7777774, 1.544405, 58.407406, 51.333332, 72.44444, 51.444443, -21.222221, 42.11111, -20.88889, 72.44444, 0.29552308, -2.1013258, 6
106.0, 191.0, 9.0, 0.0, 0.0, 3.166668, 3.0313168, 2.8333313, 2.896358, 63.0, 55.11111, 79.55556, 54.333332, -23.666666, 49.666668, -26.0, 79.55556, 0.31752294, -2.0622857, 6
215.0, 235.0, 9.0, 0.0, 0.0, 1.388889, 1.06284, 1.0555557, 0.49065349, 9.185185, 6.7777777, 8.0, 12.777778, -7.2222223, -3.5555556, 10.777778, 12.777778, 0.48219234, 2.3107576, 7
95.0, 47.0, 9.0, 0.0, 0.0, 0.7222201, 0.3296295, 1.4999987, 0.47777686, 107.111115, 93.22222, 128.77779, 99.333336, -41.666668, 65.0, -23.333334, 128.77779, 0.2759571, -2.2710717, 2
34.0, 13.0, 9.0, 0.0, 0.0, 0.22222011, 0.17213097, 1.5555534, 0.54433, 70.37037, 60.666668, 88.111115, 62.333332, -29.11111, 53.22222, -24.11111, 88.111115, 0.3114367, -2.1549888, 4
