@relation segment
@attribute Region-centroid-col real [1.0,  254.0]
@attribute Region-centroid-row real [11.0,  251.0]
@attribute Region-pixel-count real [9.0,  10.0]
@attribute Short-line-density-5 real [0.0,  0.33333334]
@attribute Short-line-density-2 real [0.0,  0.22222222]
@attribute Vedge-mean real [0.0,  29.222221]
@attribute Vegde-sd real [0.0,  991.7184]
@attribute Hedge-mean real [0.0,  44.722225]
@attribute Hedge-sd real [-1.5894573E-8,  1386.3292]
@attribute Intensity-mean real [0.0,  143.44444]
@attribute Rawred-mean real [0.0,  137.11111]
@attribute Rawblue-mean real [0.0,  150.88889]
@attribute Rawgreen-mean real [0.0,  142.55556]
@attribute Exred-mean real [-49.666668,  9.888889]
@attribute Exblue-mean real [-12.444445,  82.0]
@attribute Exgreen-mean real [-33.88889,  24.666666]
@attribute Value-mean real [0.0,  150.88889]
@attribute Saturatoin-mean real [0.0,  1.0]
@attribute Hue-mean real [-3.0441751,  2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@data
61.0, 197.0, 9.0, 0.0, 0.0, 1.4444441, 1.5153533, 2.6111107, 1.9254634, 49.592594, 44.22222, 61.555557, 43.0, -16.11111, 35.88889, -19.777779, 61.555557, 0.30292457, -2.0222743, 6
243.0, 120.0, 9.0, 0.0, 0.0, 4.4444447, 4.359749, 1.5555547, 1.8338387, 47.851852, 44.77778, 56.333332, 42.444443, -9.222222, 25.444445, -16.222221, 56.333332, 0.2453213, -1.9107349, 4
146.0, 97.0, 9.0, 0.0, 0.0, 10.111111, 4.597905, 0.6111107, 0.5741327, 47.962963, 46.0, 54.333332, 43.555557, -5.888889, 19.11111, -13.222222, 54.333332, 0.19711515, -1.8407352, 4
43.0, 152.0, 9.0, 0.0, 0.0, 1.9444445, 1.7074082, 1.2222222, 0.8296299, 1.5185186, 1.0, 2.8888888, 0.6666667, -1.5555556, 4.111111, -2.5555556, 2.8888888, 0.64867723, -1.9332389, 5
88.0, 89.0, 9.0, 0.0, 0.0, 0.7777774, 0.38518468, 3.6666667, 4.0444417, 22.333334, 21.666666, 28.444445, 16.88889, -2.0, 18.333334, -16.333334, 28.444445, 0.40368655, -1.6255869, 1
140.0, 124.0, 9.0, 0.0, 0.0, 1.0, 0.44444454, 1.1111112, 1.0518516, 2.5185184, 0.22222222, 6.111111, 1.2222222, -6.888889, 10.777778, -3.8888888, 6.111111, 0.97376543, -2.267462, 3
245.0, 238.0, 9.0, 0.11111111, 0.0, 1.6666665, 2.5385911, 2.3333333, 2.4404008, 8.925926, 6.3333335, 6.5555553, 13.888889, -7.7777777, -7.111111, 14.888889, 13.888889, 0.59701496, 2.1260629, 7
129.0, 157.0, 9.0, 0.0, 0.0, 2.4444444, 3.5407405, 2.222222, 1.718518, 23.148148, 18.222221, 32.0, 19.222221, -14.777778, 26.555555, -11.777778, 32.0, 0.43023896, -2.169368, 4
69.0, 75.0, 9.0, 0.11111111, 0.0, 2.111111, 1.4074076, 1.5000004, 2.21111, 22.74074, 22.0, 29.333334, 16.88889, -2.2222223, 19.777779, -17.555555, 29.333334, 0.4235012, -1.6418817, 1
181.0, 15.0, 9.0, 0.0, 0.0, 0.8333359, 0.21111082, 1.4444427, 1.2296315, 140.2963, 133.88889, 149.55556, 137.44444, -19.222221, 27.777779, -8.555555, 149.55556, 0.10463921, -2.330563, 2
201.0, 125.0, 9.0, 0.11111111, 0.0, 1.722222, 1.3402604, 8.555554, 5.725834, 43.37037, 41.666668, 49.0, 39.444443, -5.111111, 16.88889, -11.777778, 49.0, 0.19248421, -1.8405788, 4
45.0, 108.0, 9.0, 0.0, 0.11111111, 25.5, 12.795401, 27.277779, 15.930981, 49.814816, 41.77778, 61.11111, 46.555557, -24.11111, 33.88889, -9.777778, 61.11111, 0.35897508, -2.3604913, 3
