@relation crx

@attribute A3 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
917,t,t,positive
354,t,f,negative
125,t,f,negative
125,t,t,negative
11,t,t,positive
29,t,t,positive
304,t,t,positive
8,t,t,positive
325,t,f,positive
817,t,t,positive
204,t,t,positive
1004,t,t,positive
9335,t,t,positive
9625,t,t,positive
375,t,t,positive
21,t,t,positive
21,t,t,positive
175,f,f,negative
85,f,f,negative
154,t,f,positive
75,t,f,negative
125,f,f,positive
375,f,f,positive
1085,f,f,negative
75,f,f,negative
835,f,f,negative
3125,f,t,negative
125,f,f,negative
835,f,f,negative
3,f,f,negative
165,f,f,negative
875,f,t,negative
3,f,f,negative
425,f,f,negative
55,f,f,negative
875,f,t,negative
29,f,t,negative
3085,f,t,negative
65,f,f,negative
5,f,t,negative
875,t,t,positive
925,t,t,positive
5,t,t,positive
12,t,t,positive
5,t,t,positive
375,t,t,positive
67,t,f,negative
2229,t,t,positive
54,t,t,positive
1625,t,t,positive
4,f,t,positive
20,t,t,positive
525,f,f,positive
175,f,f,negative
7,f,f,negative
2665,f,f,negative
335,f,f,negative
375,f,t,negative
15,f,f,negative
4,f,f,negative
1021,f,f,negative
125,f,f,negative
75,f,f,negative
329,f,f,negative
