@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
35,t,t,positive
196,t,t,positive
29,t,t,positive
175,t,t,positive
875,t,f,positive
154,t,t,positive
85,t,f,positive
4165,t,t,positive
171,t,f,positive
4,t,t,positive
285,t,t,positive
1,t,t,positive
5,t,t,positive
665,t,f,positive
46,t,t,positive
35,t,f,positive
2585,t,t,positive
125,t,t,positive
15,t,t,positive
20,t,t,positive
629,t,t,positive
375,t,f,positive
55,t,t,positive
75,t,t,positive
45,t,t,positive
1085,t,t,positive
1625,t,t,positive
1625,t,t,positive
35,t,t,positive
1,t,t,positive
55,t,t,positive
525,t,t,positive
15,f,f,positive
1275,t,f,positive
25,t,t,positive
96,t,t,positive
85,t,t,positive
425,t,t,positive
121,t,t,positive
1,t,t,positive
2375,t,t,positive
2085,t,t,positive
75,t,t,positive
4,t,f,positive
121,t,t,positive
15,t,t,positive
165,f,f,positive
2,t,t,positive
1375,t,f,positive
14,t,t,positive
0,t,f,positive
175,t,t,positive
4,t,f,positive
5665,t,t,positive
375,f,f,positive
254,t,t,positive
5,t,t,positive
415,t,t,positive
204,t,t,positive
7875,t,t,positive
4,t,f,positive
4,f,f,positive
5,t,t,positive
15,t,t,positive
25,t,t,positive
25,t,t,positive
8665,t,t,positive
25,t,t,positive
835,t,f,positive
4625,t,t,positive
0,t,f,positive
5,t,f,positive
10,t,t,positive
1625,t,t,positive
0,t,t,positive
4,t,f,positive
1875,t,t,positive
4,t,t,positive
246,f,f,positive
25,t,f,positive
75,t,t,positive
146,t,t,positive
1415,t,f,positive
21,f,f,positive
125,t,f,positive
1275,t,t,positive
25,t,t,positive
0,t,f,positive
5,t,t,positive
4,t,t,positive
1415,t,t,positive
0,t,f,positive
5,t,t,positive
585,t,t,positive
1085,t,t,positive
6,t,f,positive
15,t,t,positive
225,t,t,positive
5,t,f,positive
4,t,t,positive
25,t,f,positive
5165,t,t,positive
3165,t,f,positive
25,t,t,positive
5,t,t,positive
3,t,f,positive
0,t,t,positive
1665,t,t,positive
65,t,t,positive
0,f,f,positive
25,t,f,positive
1,t,t,positive
25,t,t,positive
