@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
1,t,0,positive
25,t,10,positive
504,t,5,positive
5335,t,11,positive
35,f,0,positive
175,t,0,positive
835,t,0,positive
575,f,0,positive
15,t,2,positive
0,t,1,negative
5,t,0,negative
125,t,0,negative
75,t,6,positive
13,t,1,positive
2,t,1,positive
5085,t,9,positive
275,t,6,positive
415,t,11,positive
55,t,3,positive
1665,t,1,positive
25,t,0,positive
3,t,0,positive
5125,t,0,positive
71,t,2,positive
55,t,0,positive
18,t,15,positive
35,t,9,positive
25,t,0,positive
11,t,0,positive
0,f,0,negative
225,f,0,negative
665,f,1,negative
0,t,0,negative
45,f,0,negative
0,f,0,negative
1165,f,0,negative
1,f,0,negative
25,f,0,negative
165,f,0,negative
1,f,0,negative
1585,f,0,negative
5,f,0,negative
54,f,0,negative
4,f,0,negative
375,f,2,negative
25,f,0,negative
0,f,2,negative
165,f,0,negative
415,f,0,negative
4,f,2,negative
1165,f,0,negative
15,t,0,positive
1085,t,1,positive
129,t,1,positive
25,t,0,negative
525,t,0,positive
54,t,4,positive
0,f,0,negative
5,f,0,negative
25,f,0,negative
96,f,2,negative
5,f,0,negative
29,f,0,negative
125,f,1,negative
335,f,0,negative
85,f,0,negative
165,f,0,negative
25,f,0,negative
