@relation crx

@attribute A2 numeric
@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
2283,m,t,260,positive
215,aa,t,80,positive
47,i,t,0,positive
2192,x,t,840,positive
1917,w,t,120,positive
3408,m,t,280,positive
595,w,t,60,positive
2742,x,t,120,positive
2183,d,t,0,positive
4767,c,t,0,positive
5867,q,t,43,positive
2392,c,f,100,positive
3317,r,t,164,positive
1842,q,t,60,positive
2958,w,t,330,positive
3417,cc,t,520,positive
4083,q,t,29,positive
42,x,t,0,positive
4817,w,t,0,positive
4025,e,t,0,positive
1375,w,t,120,positive
2242,x,t,0,positive
25,c,t,200,positive
25,aa,t,20,positive
2475,aa,t,120,positive
2267,w,t,80,positive
2325,q,t,120,positive
3367,cc,f,300,positive
2183,x,t,121,positive
3233,cc,t,440,positive
2333,w,t,160,positive
28,k,t,181,positive
3217,w,t,120,positive
415,i,f,216,positive
1583,c,t,100,positive
4725,q,t,333,positive
2408,q,t,0,positive
5783,m,t,360,positive
3225,c,t,432,positive
4142,q,t,470,positive
3667,q,t,102,positive
2925,aa,t,168,positive
4825,w,t,120,positive
2167,j,t,0,positive
3742,w,t,400,positive
425,w,t,52,positive
5642,c,t,0,positive
2017,c,t,40,positive
2067,q,t,220,positive
2508,x,t,395,positive
2325,q,t,0,positive
6408,ff,t,232,positive
2267,c,t,0,positive
2325,c,t,300,positive
3917,x,t,480,positive
5708,c,t,0,positive
205,c,t,340,positive
6092,aa,t,0,positive
30,e,t,99,positive
26,q,t,280,positive
4117,cc,t,320,positive
1942,w,t,80,positive
23,x,t,300,positive
2875,c,t,371,positive
3917,c,t,186,positive
3908,m,t,108,positive
2417,q,t,520,positive
2992,c,t,260,positive
3475,r,t,0,positive
2017,aa,t,60,positive
5675,m,t,200,positive
5133,i,t,0,positive
4308,c,t,300,positive
3317,c,t,180,positive
255,m,t,260,positive
2608,aa,t,160,positive
2308,i,t,56,positive
2508,aa,t,370,positive
4217,q,t,92,positive
2275,q,t,100,positive
4858,q,t,350,positive
2342,q,t,80,positive
2442,q,t,120,positive
4817,aa,t,230,positive
4983,k,t,0,positive
2208,c,f,128,positive
21,w,t,80,positive
6775,e,t,0,positive
2617,i,t,0,positive
2825,c,t,144,positive
2075,cc,t,80,positive
2292,cc,t,80,positive
39,cc,t,0,positive
1967,q,t,80,positive
2567,cc,t,140,positive
4133,c,t,0,positive
4775,c,t,0,positive
375,d,f,431,positive
175,ff,f,450,positive
36,c,t,0,positive
2517,x,t,360,positive
2575,c,t,349,positive
1617,c,f,0,positive
6542,e,t,22,positive
4742,x,t,519,positive
41,e,f,560,positive
6008,ff,t,0,positive
45,cc,t,88,positive
1883,c,t,240,positive
295,k,t,380,positive
2575,c,t,312,positive
4192,c,t,220,positive
3933,cc,t,399,positive
345,i,t,195,positive
3733,m,t,93,positive
2083,aa,t,100,positive
205,c,t,40,positive
44,m,t,0,positive
2017,w,t,120,positive
1783,x,t,0,positive
3858,w,t,383,positive
6867,e,t,0,positive
3417,c,t,0,positive
7342,ff,t,0,positive
3867,k,t,280,positive
32,e,t,393,positive
2825,x,t,420,positive
3317,x,t,380,positive
3308,q,t,0,positive
2825,m,t,396,positive
1808,cc,f,300,positive
3517,x,t,515,positive
5842,i,t,0,positive
2033,c,t,50,positive
4283,q,t,0,positive
3633,w,t,50,positive
335,x,t,253,positive
2075,q,t,49,positive
3675,e,t,0,positive
3192,cc,t,311,positive
4833,m,t,110,positive
305,c,t,0,positive
5967,q,t,260,positive
4117,q,t,145,positive
3267,w,t,154,positive
1967,q,t,80,positive
43,cc,t,100,positive
3417,w,f,290,positive
2333,c,t,422,positive
2767,w,t,487,positive
2692,q,t,0,positive
4033,q,t,0,positive
2267,c,f,0,positive
1933,q,t,60,positive
5592,ff,t,0,positive
4058,c,t,0,positive
2325,c,t,160,positive
40,aa,t,0,positive
4433,i,t,320,positive
2042,c,t,100,positive
2067,q,t,100,positive
2767,x,t,140,positive
2867,q,t,381,positive
18,q,f,200,positive
2133,c,t,0,positive
7675,e,t,0,positive
2867,c,t,300,positive
21,d,t,160,positive
2308,c,t,60,positive
3625,c,t,0,positive
1917,m,f,500,positive
3083,w,t,202,positive
5442,k,t,180,positive
5158,c,t,0,positive
4767,m,t,410,positive
3017,c,t,32,positive
395,c,t,117,positive
4667,cc,t,440,positive
2392,d,t,200,positive
3992,q,t,200,positive
6517,ff,t,0,positive
525,k,t,0,positive
2267,q,t,100,positive
3542,q,t,0,positive
2433,d,t,100,positive
2025,e,t,0,positive
5742,e,t,0,positive
3067,c,t,220,positive
4742,e,t,375,positive
2258,x,t,60,positive
2758,aa,t,370,positive
2125,i,t,80,positive
2725,cc,t,399,positive
4133,i,t,0,positive
25,x,t,160,positive
4858,k,t,380,positive
3992,aa,t,200,positive
1892,aa,t,88,positive
1608,c,t,352,positive
185,i,t,120,positive
2892,c,t,0,positive
245,q,t,280,positive
3675,c,f,232,positive
2517,c,t,0,positive
3133,c,t,0,positive
3825,k,t,0,positive
4808,k,f,0,positive
3425,cc,t,0,positive
5008,aa,t,156,positive
3358,m,t,204,positive
2575,c,t,491,positive
235,q,t,120,positive
3275,cc,t,0,positive
4175,x,t,510,positive
2042,c,t,200,positive
5283,c,t,0,positive
2783,w,t,434,positive
1808,k,t,80,positive
5458,ff,t,30,positive
2125,w,f,150,positive
2308,w,t,290,positive
5142,x,t,0,positive
27,c,t,312,positive
3017,cc,t,330,positive
2258,q,t,0,positive
3667,k,t,320,positive
6408,x,t,0,positive
3442,i,t,274,positive
2283,q,t,140,positive
56,k,t,24,positive
5392,e,t,0,positive
3267,q,t,408,positive
2208,cc,t,100,positive
2817,q,t,80,positive
205,c,t,200,positive
3775,q,t,228,positive
3317,x,t,340,positive
3492,x,t,0,positive
565,j,t,0,positive
42,i,t,400,positive
5433,c,t,0,positive
2475,q,t,0,positive
2533,c,t,96,positive
2667,c,t,160,positive
2967,w,t,240,positive
1758,aa,t,0,positive
3167,x,t,303,positive
46,j,t,100,positive
3817,x,t,520,positive
5833,q,t,0,positive
4417,q,t,0,positive
1917,cc,t,96,positive
1892,c,t,80,positive
2667,cc,t,211,positive
3283,cc,t,160,positive
2133,aa,t,80,positive
3492,w,t,239,positive
285,x,t,70,positive
1883,aa,t,100,positive
2833,w,t,70,positive
41,q,t,455,positive
1883,w,t,40,positive
2317,x,t,100,positive
485,m,t,225,positive
3517,x,f,711,positive
3125,cc,t,181,positive
2233,w,t,80,positive
1817,c,f,160,negative
3608,ff,f,0,negative
2942,c,f,400,negative
3425,w,t,163,negative
2258,aa,f,120,negative
3192,ff,f,200,negative
2308,ff,f,100,negative
245,ff,t,180,negative
45,k,f,240,negative
225,q,t,80,negative
2658,ff,f,180,negative
2767,m,t,368,negative
2067,c,f,240,negative
3325,aa,f,180,negative
22,w,f,420,negative
3233,e,t,420,negative
3375,k,t,212,negative
3658,ff,f,200,negative
3517,ff,f,0,negative
4275,aa,f,108,negative
3525,c,t,80,negative
5192,i,f,73,negative
4425,m,t,400,negative
3058,q,f,129,negative
3617,w,f,309,negative
4092,x,t,176,negative
1958,c,f,2000,negative
3292,aa,f,720,negative
1633,i,f,120,negative
2617,cc,f,100,negative
2917,w,t,329,negative
295,w,f,340,negative
2458,c,f,110,negative
2592,k,f,174,negative
4058,m,f,400,negative
3108,c,f,160,negative
375,e,f,120,negative
2292,c,f,160,negative
5183,ff,f,180,negative
1883,ff,f,180,negative
5025,aa,f,240,negative
20,k,f,140,negative
2675,c,f,200,negative
1575,c,f,120,negative
375,c,t,164,negative
3183,m,f,0,negative
