@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A12, 36, A32, A41, 6948, A61, A73, 2, A93, A101, 2, A123, 35, A143, A151, 1, A174, 1, A192, A201, 1
A12, 12, A32, A40, 1295, A61, A72, 3, A92, A101, 1, A123, 25, A143, A151, 1, A173, 1, A191, A201, 2
A11, 48, A32, A49, 4308, A61, A72, 3, A92, A101, 4, A122, 24, A143, A151, 1, A173, 1, A191, A201, 2
A11, 24, A34, A40, 1199, A61, A75, 4, A93, A101, 4, A123, 60, A143, A152, 2, A172, 1, A191, A201, 2
A14, 24, A32, A43, 3430, A63, A75, 3, A93, A101, 2, A123, 31, A143, A152, 1, A173, 2, A192, A201, 1
A14, 12, A34, A49, 1264, A65, A75, 4, A93, A101, 4, A124, 57, A143, A151, 1, A172, 1, A191, A201, 1
A12, 36, A30, A49, 1953, A61, A75, 4, A93, A101, 4, A124, 61, A143, A153, 1, A174, 1, A192, A201, 2
A14, 12, A32, A43, 2171, A61, A72, 2, A92, A101, 2, A123, 29, A141, A152, 1, A173, 1, A191, A201, 1
A11, 24, A32, A410, 1755, A61, A75, 4, A92, A103, 4, A121, 58, A143, A152, 1, A172, 1, A192, A201, 1
A14, 12, A34, A49, 1412, A61, A73, 4, A92, A103, 2, A121, 29, A143, A152, 2, A174, 1, A192, A201, 1
A11, 12, A30, A45, 1108, A61, A74, 4, A93, A101, 3, A121, 28, A143, A152, 2, A173, 1, A191, A201, 2
A12, 24, A34, A410, 11938, A61, A73, 2, A93, A102, 3, A123, 39, A143, A152, 2, A174, 2, A192, A201, 2
A13, 15, A32, A46, 392, A61, A72, 4, A92, A101, 4, A122, 23, A143, A151, 1, A173, 1, A192, A201, 1
A12, 12, A32, A43, 766, A63, A73, 4, A93, A101, 3, A121, 66, A143, A152, 1, A172, 1, A191, A201, 2
A11, 12, A31, A48, 339, A61, A75, 4, A94, A101, 1, A123, 45, A141, A152, 1, A172, 1, A191, A201, 1
A14, 24, A34, A43, 2872, A62, A75, 3, A93, A101, 4, A121, 36, A143, A152, 1, A173, 2, A192, A201, 1
A14, 6, A32, A42, 2978, A63, A73, 1, A93, A101, 2, A123, 32, A143, A152, 1, A173, 1, A192, A201, 1
A14, 24, A32, A42, 3972, A61, A74, 2, A92, A101, 4, A122, 25, A143, A151, 1, A173, 1, A192, A201, 1
A11, 6, A34, A43, 338, A63, A75, 4, A93, A101, 4, A123, 52, A143, A152, 2, A173, 1, A191, A201, 1
A14, 36, A33, A49, 9572, A61, A72, 1, A91, A101, 1, A123, 28, A143, A152, 2, A173, 1, A191, A201, 2
A12, 16, A34, A40, 1175, A61, A71, 2, A93, A101, 3, A123, 68, A143, A153, 3, A171, 1, A192, A201, 1
A11, 12, A32, A43, 674, A62, A74, 4, A94, A101, 1, A122, 20, A143, A152, 1, A173, 1, A191, A201, 2
A12, 18, A30, A42, 3244, A61, A73, 1, A92, A101, 4, A123, 33, A141, A152, 2, A173, 1, A192, A201, 1
A14, 6, A34, A43, 1382, A61, A73, 1, A92, A101, 1, A123, 28, A143, A152, 2, A173, 1, A192, A201, 1
A14, 9, A34, A46, 936, A63, A75, 4, A93, A101, 2, A123, 52, A143, A152, 2, A173, 1, A192, A201, 1
A11, 12, A32, A48, 902, A61, A74, 4, A94, A101, 4, A122, 21, A143, A151, 1, A173, 1, A191, A201, 2
A14, 12, A32, A41, 1413, A64, A74, 3, A93, A101, 2, A122, 55, A143, A152, 1, A173, 1, A191, A202, 1
A14, 15, A32, A41, 4657, A61, A73, 3, A93, A101, 2, A123, 30, A143, A152, 1, A173, 1, A192, A201, 1
A14, 9, A32, A43, 1478, A61, A74, 4, A93, A101, 2, A123, 22, A143, A152, 1, A173, 1, A191, A201, 2
A14, 9, A32, A40, 2507, A63, A75, 2, A93, A101, 4, A124, 51, A143, A153, 1, A172, 1, A191, A201, 1
A11, 24, A32, A40, 915, A65, A75, 4, A92, A101, 2, A123, 29, A141, A152, 1, A173, 1, A191, A201, 2
A14, 12, A34, A49, 1185, A61, A73, 3, A92, A101, 2, A121, 27, A143, A152, 2, A173, 1, A191, A201, 1
A12, 9, A32, A42, 2030, A65, A74, 2, A93, A101, 1, A123, 24, A143, A152, 1, A173, 1, A192, A201, 1
A14, 10, A34, A40, 1231, A61, A75, 3, A93, A101, 4, A121, 32, A143, A152, 2, A172, 2, A191, A202, 1
A12, 48, A31, A40, 12169, A65, A71, 4, A93, A102, 4, A124, 36, A143, A153, 1, A174, 1, A192, A201, 1
A11, 12, A32, A42, 1262, A65, A75, 2, A91, A101, 4, A122, 49, A143, A152, 1, A172, 1, A192, A201, 1
A14, 24, A32, A43, 1901, A62, A73, 4, A93, A101, 4, A123, 29, A143, A151, 1, A174, 1, A192, A201, 1
A12, 21, A34, A42, 2745, A64, A74, 3, A93, A101, 2, A123, 32, A143, A152, 2, A173, 1, A192, A201, 1
A12, 8, A32, A42, 1237, A61, A73, 3, A92, A101, 4, A121, 24, A143, A152, 1, A173, 1, A191, A201, 2
A14, 24, A32, A42, 5511, A62, A73, 4, A93, A101, 1, A123, 25, A142, A152, 1, A173, 1, A191, A201, 1
A14, 18, A34, A40, 1028, A61, A73, 4, A92, A101, 3, A121, 36, A143, A152, 2, A173, 1, A191, A201, 1
A12, 13, A34, A43, 882, A61, A72, 4, A93, A103, 4, A121, 23, A143, A152, 2, A173, 1, A191, A201, 1
A11, 12, A30, A43, 6199, A61, A73, 4, A93, A101, 2, A122, 28, A143, A151, 2, A173, 1, A192, A201, 2
A13, 12, A33, A40, 2247, A61, A73, 2, A92, A101, 2, A123, 36, A142, A152, 2, A173, 1, A192, A201, 1
A14, 36, A32, A40, 3079, A65, A73, 4, A93, A101, 4, A121, 36, A143, A152, 1, A173, 1, A191, A201, 1
A14, 60, A34, A40, 13756, A65, A75, 2, A93, A101, 4, A124, 63, A141, A153, 1, A174, 1, A192, A201, 1
A12, 60, A31, A410, 14782, A62, A75, 3, A92, A101, 4, A124, 60, A141, A153, 2, A174, 1, A192, A201, 2
A13, 12, A32, A40, 1330, A61, A72, 4, A93, A101, 1, A121, 26, A143, A152, 1, A173, 1, A191, A201, 1
A12, 15, A34, A49, 2326, A63, A73, 2, A93, A101, 4, A123, 27, A141, A152, 1, A173, 1, A191, A201, 1
