@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 12, A32, A43, 3059, A64, A74, 2, A91, A101, 4, A121, 61, A143, A152, 1, A172, 1, A191, A201, 1
A11, 24, A32, A43, 1282, A62, A73, 4, A92, A101, 2, A123, 32, A143, A152, 1, A172, 1, A191, A201, 2
A14, 10, A34, A42, 2069, A65, A73, 2, A94, A101, 1, A123, 26, A143, A152, 2, A173, 1, A191, A202, 1
A13, 12, A31, A43, 409, A64, A73, 3, A92, A101, 3, A121, 42, A143, A151, 2, A173, 1, A191, A201, 1
A11, 30, A34, A41, 6187, A62, A74, 1, A94, A101, 4, A123, 24, A143, A151, 2, A173, 1, A191, A201, 1
A14, 12, A32, A43, 2073, A62, A73, 4, A92, A102, 2, A121, 28, A143, A152, 1, A173, 1, A191, A201, 1
A12, 48, A30, A49, 14421, A61, A73, 2, A93, A101, 2, A123, 25, A143, A152, 1, A173, 1, A192, A201, 2
A14, 27, A32, A45, 5190, A65, A75, 4, A93, A101, 4, A122, 48, A143, A152, 4, A173, 2, A192, A201, 1
A12, 42, A34, A49, 5954, A61, A74, 2, A92, A101, 1, A121, 41, A141, A152, 2, A172, 1, A191, A201, 1
A14, 24, A32, A43, 5943, A65, A72, 1, A92, A101, 1, A123, 44, A143, A152, 2, A173, 1, A192, A201, 2
A11, 18, A32, A40, 2249, A62, A74, 4, A93, A101, 3, A123, 30, A143, A152, 1, A174, 2, A192, A201, 1
A12, 18, A32, A49, 2622, A62, A73, 4, A93, A101, 4, A123, 34, A143, A152, 1, A173, 1, A191, A201, 1
A14, 24, A32, A40, 1469, A62, A75, 4, A94, A101, 4, A121, 41, A143, A151, 1, A172, 1, A191, A201, 1
A13, 6, A32, A40, 709, A64, A72, 2, A94, A101, 2, A121, 27, A143, A152, 1, A171, 1, A191, A202, 1
A11, 36, A34, A42, 5371, A61, A73, 3, A93, A103, 2, A122, 28, A143, A152, 2, A173, 1, A191, A201, 1
A11, 21, A34, A40, 571, A61, A75, 4, A93, A101, 4, A121, 65, A143, A152, 2, A173, 1, A191, A201, 1
A14, 24, A34, A42, 3777, A64, A73, 4, A93, A101, 4, A121, 50, A143, A152, 1, A173, 1, A192, A201, 1
A12, 18, A34, A40, 884, A61, A75, 4, A93, A101, 4, A123, 36, A141, A152, 1, A173, 2, A192, A201, 2
A12, 9, A31, A41, 5129, A61, A75, 2, A92, A101, 4, A124, 74, A141, A153, 1, A174, 2, A192, A201, 2
A12, 9, A34, A46, 1501, A61, A75, 2, A92, A101, 3, A123, 34, A143, A152, 2, A174, 1, A192, A201, 2
